Дата;  1-кімнатна ; 2-кімнатна ; 3-кімнатна ; Курс долара 
13.06.21; 9 113,00 ? ; 12 454,00 ? ; 15 841,00 ? ; 27,11 ? 
14.06.21; 9 137,00 ? ; 12 477,00 ? ; 15 871,00 ? ; 27,04 ? 
15.06.21; 9 164,00 ? ; 12 506,00 ? ; 15 901,00 ? ; 27 
16.06.21; 9 195,00 ? ; 12 539,00 ? ; 15 931,00 ? ; 26,93 ? 
17.06.21; 9 231,00 ? ; 12 575,00 ? ; 15 966,00 ? ; 27,03 ? 
18.06.21; 9 271,00 ? ; 12 613,00 ? ; 16 001,00 ? ; 27,17 ? 
19.06.21; 9 312,00 ? ; 12 653,00 ? ; 16 037,00 ? ; 27,17 ? 
20.06.21; 9 354,00 ? ; 12 698,00 ? ; 16 074,00 ? ; 27,17 ? 
21.06.21; 9 396,00 ? ; 12 741,00 ? ; 16 111,00 ? ; 27,17 ? 
22.06.21; 9 438,00 ? ; 12 784,00 ? ; 16 151,00 ? ; 27,19 ? 
23.06.21; 9 480,00 ? ; 12 830,00 ? ; 16 195,00 ? ; 27,31 ? 
24.06.21; 9 521,00 ? ; 12 877,00 ? ; 16 239,00 ? ; 27,27 ? 
25.06.21; 9 563,00 ? ; 12 927,00 ? ; 16 283,00 ? ; 27,46 ? 
26.06.21; 9 605,00 ? ; 12 979,00 ? ; 16 324,00 ? ; 27,46 ? 
27.06.21; 9 647,00 ? ; 13 033,00 ? ; 16 368,00 ? ; 27,46 ? 
28.06.21; 9 688,00 ? ; 13 090,00 ? ; 16 413,00 ? ; 27,46 ? 
29.06.21; 9 730,00 ? ; 13 152,00 ? ; 16 463,00 ? ; 27,40 ? 
30.06.21; 9 770,00 ? ; 13 219,00 ? ; 16 521,00 ? ; 27,18 ? 
01.07.21; 9 810,00 ? ; 13 290,00 ? ; 16 592,00 ? ; 27,23 ? 
02.07.21; 9 851,00 ? ; 13 369,00 ? ; 16 679,00 ? ; 27,38 ? 
03.07.21; 9 891,00 ? ; 13 454,00 ? ; 16 789,00 ? ; 27,38 ? 
04.07.21; 9 933,00 ? ; 13 546,00 ? ; 16 923,00 ? ; 27,38 ? 
05.07.21; 9 977,00 ? ; 13 640,00 ? ; 17 081,00 ? ; 27,41 ? 
06.07.21; 10 024,00 ? ; 13 740,00 ? ; 17 260,00 ? ; 27,29 ? 
07.07.21; 10 072,00 ? ; 13 845,00 ? ; 17 460,00 ? ; 27,25 ? 
08.07.21; 10 124,00 ? ; 13 951,00 ? ; 17 674,00 ? ; 27,30 ? 
09.07.21; 10 178,00 ? ; 14 057,00 ? ; 17 903,00 ? ; 27,29 ? 
10.07.21; 10 234,00 ? ; 14 163,00 ? ; 18 147,00 ? ; 27,29 ? 
11.07.21; 10 292,00 ? ; 14 269,00 ? ; 18 410,00 ? ; 27,29 ? 
12.07.21; 10 355,00 ? ; 14 371,00 ? ; 18 684,00 ? ; 27,32 ? 
13.07.21; 10 420,00 ? ; 14 466,00 ? ; 18 969,00 ? ; 27,29 ? 
14.07.21; 10 487,00 ? ; 14 552,00 ? ; 19 266,00 ? ; 27,32 ? 
15.07.21; 10 557,00 ? ; 14 629,00 ? ; 19 564,00 ? ; 27,30 ? 
16.07.21; 10 622,00 ? ; 14 697,00 ? ; 19 856,00 ? ; 27,29 ? 
17.07.21; 10 682,00 ? ; 14 757,00 ? ; 20 131,00 ? ; 27,29 ? 
18.07.21; 10 738,00 ? ; 14 807,00 ? ; 20 383,00 ? ; 27,29 ? 
19.07.21; 10 790,00 ? ; 14 849,00 ? ; 20 608,00 ? ; 27,23 ? 
20.07.21; 10 837,00 ? ; 14 884,00 ? ; 20 807,00 ? ; 27,21 ? 
21.07.21; 10 880,00 ? ; 14 911,00 ? ; 20 983,00 ? ; 27,22 ? 
22.07.21; 10 918,00 ? ; 14 931,00 ? ; 21 136,00 ? ; 27,24 ? 
23.07.21; 10 950,00 ? ; 14 951,00 ? ; 21 277,00 ? ; 27,19 ? 
24.07.21; 10 977,00 ? ; 14 971,00 ? ; 21 404,00 ? ; 27,19 ? 
25.07.21; 11 000,00 ? ; 14 991,00 ? ; 21 518,00 ? ; 27,19 ? 
26.07.21; 11 019,00 ? ; 15 011,00 ? ; 21 611,00 ? ; 27,05 ? 
27.07.21; 11 030,00 ? ; 15 029,00 ? ; 21 688,00 ? ; 26,98 ? 
28.07.21; 11 040,00 ? ; 15 049,00 ? ; 21 747,00 ? ; 26,91 ? 
29.07.21; 11 048,00 ? ; 15 069,00 ? ; 21 787,00 ? ; 26,86 ? 
30.07.21; 11 053,00 ? ; 15 091,00 ? ; 21 815,00 ? ; 26,89 ? 
31.07.21; 11 061,00 ? ; 15 117,00 ? ; 21 834,00 ? ; 26,89 ? 
01.08.21; 11 071,00 ? ; 15 147,00 ? ; 21 853,00 ? ; 26,89 ? 
02.08.21; 11 085,00 ? ; 15 181,00 ? ; 21 876,00 ? ; 26,82 ? 
03.08.21; 11 102,00 ? ; 15 220,00 ? ; 21 903,00 ? ; 26,84 ? 
04.08.21; 11 124,00 ? ; 15 263,00 ? ; 21 936,00 ? ; 26,84 ? 
05.08.21; 11 148,00 ? ; 15 313,00 ? ; 21 970,00 ? ; 26,91 ? 
06.08.21; 11 173,00 ? ; 15 370,00 ? ; 22 004,00 ? ; 26,94 ? 
07.08.21; 11 203,00 ? ; 15 424,00 ? ; 22 032,00 ? ; 26,94 ? 
08.08.21; 11 236,00 ? ; 15 476,00 ? ; 22 057,00 ? ; 26,94 ? 
09.08.21; 11 271,00 ? ; 15 526,00 ? ; 22 077,00 ? ; 26,83 ? 
10.08.21; 11 309,00 ? ; 15 575,00 ? ; 22 094,00 ? ; 26,80 ? 
11.08.21; 11 348,00 ? ; 15 632,00 ? ; 22 110,00 ? ; 26,76 ? 
12.08.21; 11 387,00 ? ; 15 692,00 ? ; 22 125,00 ? ; 26,80 ? 
13.08.21; 11 427,00 ? ; 15 756,00 ? ; 22 140,00 ? ; 26,77 ? 
14.08.21; 11 466,00 ? ; 15 821,00 ? ; 22 154,00 ? ; 26,77 ? 
15.08.21; 11 505,00 ? ; 15 883,00 ? ; 22 166,00 ? ; 26,77 ? 
16.08.21; 11 544,00 ? ; 15 940,00 ? ; 22 170,00 ? ; 26,69 ? 
17.08.21; 11 581,00 ? ; 15 993,00 ? ; 22 166,00 ? ; 26,65 ? 
18.08.21; 11 615,00 ? ; 16 042,00 ? ; 22 159,00 ? ; 26,68 ? 
19.08.21; 11 645,00 ? ; 16 086,00 ? ; 22 150,00 ? ; 26,65 ? 
20.08.21; 11 674,00 ? ; 16 122,00 ? ; 22 139,00 ? ; 26,65 ? 
21.08.21; 11 704,00 ? ; 16 148,00 ? ; 22 133,00 ? ; 26,65 ? 
22.08.21; 11 734,00 ? ; 16 170,00 ? ; 22 131,00 ? ; 26,65 ? 
23.08.21; 11 760,00 ? ; 16 188,00 ? ; 22 133,00 ? ; 26,65 ? 
24.08.21; 11 787,00 ? ; 16 200,00 ? ; 22 140,00 ? ; 26,65 ? 
25.08.21; 11 813,00 ? ; 16 206,00 ? ; 22 154,00 ? ; 26,67 ? 
26.08.21; 11 838,00 ? ; 16 199,00 ? ; 22 173,00 ? ; 26,71 ? 
27.08.21; 11 861,00 ? ; 16 188,00 ? ; 22 199,00 ? ; 26,77 ? 
28.08.21; 11 882,00 ? ; 16 171,00 ? ; 22 229,00 ? ; 26,93 ? 
29.08.21; 11 900,00 ? ; 16 153,00 ? ; 22 267,00 ? ; 26,93 ? 
30.08.21; 11 916,00 ? ; 16 133,00 ? ; 22 310,00 ? ; 26,93 ? 
31.08.21; 11 931,00 ? ; 16 112,00 ? ; 22 362,00 ? ; 26,86 ? 
01.09.21; 11 944,00 ? ; 16 090,00 ? ; 22 421,00 ? ; 26,89 ? 
02.09.21; 11 956,00 ? ; 16 069,00 ? ; 22 478,00 ? ; 27 
03.09.21; 11 968,00 ? ; 16 048,00 ? ; 22 534,00 ? ; 27,02 ? 
04.09.21; 11 978,00 ? ; 16 029,00 ? ; 22 590,00 ? ; 27,02 ? 
05.09.21; 11 986,00 ? ; 16 012,00 ? ; 22 642,00 ? ; 27,02 ? 
06.09.21; 11 991,00 ? ; 15 997,00 ? ; 22 692,00 ? ; 26,93 ? 
07.09.21; 11 996,00 ? ; 15 985,00 ? ; 22 741,00 ? ; 26,81 ? 
08.09.21; 11 999,00 ? ; 15 976,00 ? ; 22 789,00 ? ; 26,73 ? 
09.09.21; 12 000,00 ? ; 15 971,00 ? ; 22 837,00 ? ; 26,75 ? 
10.09.21; 12 000,00 ? ; 15 970,00 ? ; 22 885,00 ? ; 26,73 ? 
11.09.21; 12 002,00 ? ; 15 969,00 ? ; 22 932,00 ? ; 26,73 ? 
12.09.21; 12 005,00 ? ; 15 968,00 ? ; 22 980,00 ? ; 26,73 ? 
13.09.21; 12 011,00 ? ; 15 968,00 ? ; 23 027,00 ? ; 26,68 ? 
14.09.21; 12 020,00 ? ; 15 968,00 ? ; 23 075,00 ? ; 26,69 ? 
15.09.21; 12 030,00 ? ; 15 970,00 ? ; 23 125,00 ? ; 26,64 ? 
16.09.21; 12 043,00 ? ; 15 973,00 ? ; 23 176,00 ? ; 26,65 ? 
17.09.21; 12 058,00 ? ; 15 975,00 ? ; 23 233,00 ? ; 26,67 ? 
18.09.21; 12 075,00 ? ; 15 978,00 ? ; 23 294,00 ? ; 26,67 ? 
19.09.21; 12 094,00 ? ; 15 981,00 ? ; 23 352,00 ? ; 26,67 ? 
20.09.21; 12 116,00 ? ; 15 983,00 ? ; 23 408,00 ? ; 26,70 ? 
21.09.21; 12 140,00 ? ; 15 986,00 ? ; 23 457,00 ? ; 26,71 ? 
22.09.21; 12 166,00 ? ; 15 988,00 ? ; 23 495,00 ? ; 26,71 ? 
23.09.21; 12 192,00 ? ; 15 988,00 ? ; 23 517,00 ? ; 26,67 ? 
24.09.21; 12 218,00 ? ; 15 985,00 ? ; 23 526,00 ? ; 26,53 ? 
25.09.21; 12 244,00 ? ; 15 980,00 ? ; 23 522,00 ? ; 26,53 ? 
26.09.21; 12 267,00 ? ; 15 971,00 ? ; 23 507,00 ? ; 26,53 ? 
27.09.21; 12 285,00 ? ; 15 959,00 ? ; 23 478,00 ? ; 26,64 ? 
28.09.21; 12 297,00 ? ; 15 945,00 ? ; 23 436,00 ? ; 26,66 ? 
29.09.21; 12 302,00 ? ; 15 929,00 ? ; 23 376,00 ? ; 26,57 ? 
30.09.21; 12 301,00 ? ; 15 909,00 ? ; 23 300,00 ? ; 26,58 ? 
01.10.21; 12 292,00 ? ; 15 887,00 ? ; 23 202,00 ? ; 26,62 ? 
02.10.21; 12 277,00 ? ; 15 862,00 ? ; 23 085,00 ? ; 26,62 ? 
03.10.21; 12 256,00 ? ; 15 838,00 ? ; 22 957,00 ? ; 26,62 ? 
04.10.21; 12 227,00 ? ; 15 813,00 ? ; 22 818,00 ? ; 26,61 ? 
05.10.21; 12 193,00 ? ; 15 787,00 ? ; 22 678,00 ? ; 26,57 ? 
06.10.21; 12 152,00 ? ; 15 758,00 ? ; 22 541,00 ? ; 26,42 ? 
07.10.21; 12 105,00 ? ; 15 727,00 ? ; 22 417,00 ? ; 26,35 ? 
08.10.21; 12 055,00 ? ; 15 698,00 ? ; 22 309,00 ? ; 26,33 ? 
09.10.21; 12 003,00 ? ; 15 671,00 ? ; 22 213,00 ? ; 26,33 ? 
10.10.21; 11 946,00 ? ; 15 647,00 ? ; 22 124,00 ? ; 26,33 ? 
11.10.21; 11 886,00 ? ; 15 629,00 ? ; 22 042,00 ? ; 26,35 ? 
12.10.21; 11 824,00 ? ; 15 613,00 ? ; 21 970,00 ? ; 26,36 ? 
13.10.21; 11 765,00 ? ; 15 598,00 ? ; 21 910,00 ? ; 26,35 ? 
14.10.21; 11 708,00 ? ; 15 583,00 ? ; 21 872,00 ? ; 26,35 ? 
15.10.21; 11 650,00 ? ; 15 571,00 ? ; 21 855,00 ? ; 26,35 ? 
16.10.21; 11 590,00 ? ; 15 561,00 ? ; 21 862,00 ? ; 26,35 ? 
17.10.21; 11 528,00 ? ; 15 553,00 ? ; 21 897,00 ? ; 26,35 ? 
18.10.21; 11 464,00 ? ; 15 543,00 ? ; 21 945,00 ? ; 26,34 ? 
19.10.21; 11 398,00 ? ; 15 529,00 ? ; 22 012,00 ? ; 26,34 ? 
20.10.21; 11 328,00 ? ; 15 517,00 ? ; 22 088,00 ? ; 26,27 ? 
21.10.21; 11 256,00 ? ; 15 507,00 ? ; 22 171,00 ? ; 26,21 ? 
22.10.21; 11 184,00 ? ; 15 499,00 ? ; 22 248,00 ? ; 26,20 ? 
23.10.21; 11 107,00 ? ; 15 491,00 ? ; 22 320,00 ? ; 26,29 ? 
24.10.21; 11 029,00 ? ; 15 484,00 ? ; 22 394,00 ? ; 26,29 ? 
25.10.21; 10 955,00 ? ; 15 476,00 ? ; 22 472,00 ? ; 26,29 ? 
26.10.21; 10 886,00 ? ; 15 466,00 ? ; 22 546,00 ? ; 26,35 ? 
27.10.21; 10 818,00 ? ; 15 454,00 ? ; 22 620,00 ? ; 26,42 ? 
28.10.21; 10 753,00 ? ; 15 447,00 ? ; 22 699,00 ? ; 26,37 ? 
29.10.21; 10 688,00 ? ; 15 440,00 ? ; 22 770,00 ? ; 26,33 ? 
30.10.21; 10 627,00 ? ; 15 430,00 ? ; 22 834,00 ? ; 26,33 ? 
31.10.21; 10 575,00 ? ; 15 418,00 ? ; 22 899,00 ? ; 26,33 ? 
01.11.21; 10 532,00 ? ; 15 404,00 ? ; 22 961,00 ? ; 26,28 ? 
02.11.21; 10 500,00 ? ; 15 390,00 ? ; 23 029,00 ? ; 26,29 ? 
03.11.21; 10 478,00 ? ; 15 381,00 ? ; 23 100,00 ? ; 26,29 ? 
04.11.21; 10 467,00 ? ; 15 369,00 ? ; 23 176,00 ? ; 26,24 ? 
05.11.21; 10 467,00 ? ; 15 355,00 ? ; 23 263,00 ? ; 26,19 ? 
06.11.21; 10 475,00 ? ; 15 339,00 ? ; 23 366,00 ? ; 26,19 ? 
07.11.21; 10 493,00 ? ; 15 320,00 ? ; 23 485,00 ? ; 26,19 ? 
08.11.21; 10 518,00 ? ; 15 302,00 ? ; 23 614,00 ? ; 26,10 ? 
09.11.21; 10 546,00 ? ; 15 283,00 ? ; 23 757,00 ? ; 26,08 ? 
10.11.21; 10 575,00 ? ; 15 264,00 ? ; 23 922,00 ? ; 26,09 ? 
11.11.21; 10 614,00 ? ; 15 250,00 ? ; 24 108,00 ? ; 26,06 ? 
12.11.21; 10 658,00 ? ; 15 238,00 ? ; 24 301,00 ? ; 26,10 ? 
13.11.21; 10 710,00 ? ; 15 230,00 ? ; 24 503,00 ? ; 26,10 ? 
14.11.21; 10 770,00 ? ; 15 232,00 ? ; 24 713,00 ? ; 26,10 ? 
15.11.21; 10 834,00 ? ; 15 242,00 ? ; 24 924,00 ? ;  
16.11.21; 10 903,00 ? ; 15 262,00 ? ; 25 131,00 ? ; 26,34 ? 
17.11.21; 10 971,00 ? ; 15 290,00 ? ; 25 339,00 ? ; 26,41 ? 
18.11.21; 11 042,00 ? ; 15 326,00 ? ; 25 542,00 ? ; 26,51 ? 
19.11.21; 11 113,00 ? ; 15 371,00 ? ; 25 738,00 ? ; 26,44 ? 
20.11.21; 11 185,00 ? ; 15 426,00 ? ; 25 922,00 ? ; 26,44 ? 
21.11.21; 11 258,00 ? ; 15 489,00 ? ; 26 094,00 ? ; 26,44 ? 
22.11.21; 11 331,00 ? ; 15 562,00 ? ; 26 255,00 ? ; 26,57 ? 
23.11.21; 11 405,00 ? ; 15 640,00 ? ; 26 404,00 ? ; 26,66 ? 
24.11.21; 11 480,00 ? ; 15 722,00 ? ; 26 540,00 ? ; 26,86 ? 
25.11.21; 11 555,00 ? ; 15 810,00 ? ; 26 655,00 ? ; 26,93 ? 
26.11.21; 11 623,00 ? ; 15 896,00 ? ; 26 744,00 ? ; 27,03 ? 
27.11.21; 11 687,00 ? ; 15 982,00 ? ; 26 819,00 ? ; 27,03 ? 
28.11.21; 11 743,00 ? ; 16 064,00 ? ; 26 883,00 ? ; 27,03 ? 
29.11.21; 11 793,00 ? ; 16 137,00 ? ; 26 934,00 ? ; 27,10 ? 
30.11.21; 11 839,00 ? ; 16 202,00 ? ; 26 966,00 ? ; 27,17 ? 
01.12.21; 11 880,00 ? ; 16 258,00 ? ; 26 982,00 ? ; 27,21 ? 
02.12.21; 11 918,00 ? ; 16 305,00 ? ; 26 978,00 ? ; 27,23 ? 
03.12.21; 11 954,00 ? ; 16 342,00 ? ; 26 957,00 ? ; 27,29 ? 
04.12.21; 11 987,00 ? ; 16 367,00 ? ; 26 921,00 ? ; 27,29 ? 
05.12.21; 12 020,00 ? ; 16 384,00 ? ; 26 872,00 ? ; 27,29 ? 
06.12.21; 12 052,00 ? ; 16 392,00 ? ; 26 810,00 ? ; 27,30 ? 
07.12.21; 12 080,00 ? ; 16 393,00 ? ; 26 731,00 ? ; 27,38 ? 
08.12.21; 12 106,00 ? ; 16 388,00 ? ; 26 638,00 ? ; 27,33 ? 
09.12.21; 12 128,00 ? ; 16 378,00 ? ; 26 531,00 ? ; 27,22 ? 
10.12.21; 12 148,00 ? ; 16 363,00 ? ; 26 412,00 ? ; 27,10 ? 
11.12.21; 12 169,00 ? ; 16 344,00 ? ; 26 292,00 ? ; 27,10 ? 
12.12.21; 12 189,00 ? ; 16 320,00 ? ; 26 161,00 ? ; 27,10 ? 
13.12.21; 12 209,00 ? ; 16 294,00 ? ; 26 020,00 ? ; 27,02 ? 
14.12.21; 12 229,00 ? ; 16 270,00 ? ; 25 865,00 ? ; 26,88 ? 
15.12.21; 12 245,00 ? ; 16 248,00 ? ; 25 713,00 ? ; 27 
16.12.21; 12 256,00 ? ; 16 228,00 ? ; 25 561,00 ? ; 27,20 ? 
17.12.21; 12 263,00 ? ; 16 210,00 ? ; 25 410,00 ? ; 27,19 ? 
18.12.21; 12 266,00 ? ; 16 195,00 ? ; 25 260,00 ? ; 27,19 ? 
19.12.21; 12 263,00 ? ; 16 183,00 ? ; 25 113,00 ? ; 27,19 ? 
20.12.21; 12 251,00 ? ; 16 173,00 ? ; 24 966,00 ? ; 27,25 ? 
21.12.21; 12 236,00 ? ; 16 166,00 ? ; 24 820,00 ? ; 27,28 ? 
22.12.21; 12 215,00 ? ; 16 157,00 ? ; 24 676,00 ? ; 27,26 ? 
23.12.21; 12 195,00 ? ; 16 146,00 ? ; 24 532,00 ? ; 27,25 ? 
24.12.21; 12 175,00 ? ; 16 133,00 ? ; 24 390,00 ? ; 27,27 ? 
25.12.21; 12 155,00 ? ; 16 118,00 ? ; 24 248,00 ? ; 27,27 ? 
26.12.21; 12 135,00 ? ; 16 105,00 ? ; 24 105,00 ? ; 27,27 ? 
27.12.21; 12 114,00 ? ; 16 095,00 ? ; 23 965,00 ? ; 27,27 ? 
28.12.21; 12 094,00 ? ; 16 085,00 ? ; 23 830,00 ? ; 27,23 ? 
29.12.21; 12 074,00 ? ; 16 076,00 ? ; 23 704,00 ? ; 27,22 ? 
30.12.21; 12 056,00 ? ; 16 067,00 ? ; 23 581,00 ? ; 27,21 ? 
31.12.21; 12 040,00 ? ; 16 058,00 ? ; 23 467,00 ? ; 27,28 ? 
01.01.22; 12 027,00 ? ; 16 049,00 ? ; 23 362,00 ? ; 27,28 ? 
02.01.22; 12 015,00 ? ; 16 040,00 ? ; 23 266,00 ? ; 27,28 ? 
03.01.22; 12 007,00 ? ; 16 031,00 ? ; 23 177,00 ? ; 27,28 ? 
04.01.22; 12 002,00 ? ; 16 022,00 ? ; 23 098,00 ? ; 27,28 ? 
05.01.22; 12 000,00 ? ; 16 016,00 ? ; 23 027,00 ? ; 27,30 ? 
06.01.22; 12 000,00 ? ; 16 012,00 ? ; 22 969,00 ? ; 27,46 ? 
07.01.22; 12 000,00 ? ; 16 011,00 ? ; 22 921,00 ? ; 27,46 ? 
08.01.22; 12 002,00 ? ; 16 012,00 ? ; 22 880,00 ? ; 27,50 ? 
09.01.22; 12 007,00 ? ; 16 016,00 ? ; 22 851,00 ? ; 27,50 ? 
10.01.22; 12 013,00 ? ; 16 019,00 ? ; 22 825,00 ? ; 27,52 ? 
11.01.22; 12 022,00 ? ; 16 022,00 ? ; 22 802,00 ? ; 27,65 ? 
12.01.22; 12 033,00 ? ; 16 026,00 ? ; 22 781,00 ? ; 27,77 ? 
13.01.22; 12 047,00 ? ; 16 029,00 ? ; 22 759,00 ? ; 27,90 ? 
14.01.22; 12 062,00 ? ; 16 032,00 ? ; 22 737,00 ? ; 28,03 ? 
15.01.22; 12 080,00 ? ; 16 036,00 ? ; 22 710,00 ? ; 28,03 ? 
16.01.22; 12 100,00 ? ; 16 039,00 ? ; 22 679,00 ? ; 28,03 ? 
17.01.22; 12 122,00 ? ; 16 042,00 ? ; 22 644,00 ? ; 28,31 ? 
18.01.22; 12 144,00 ? ; 16 046,00 ? ; 22 603,00 ? ; 28,35 ? 
19.01.22; 12 167,00 ? ; 16 049,00 ? ; 22 559,00 ? ; 28,28 ? 
20.01.22; 12 191,00 ? ; 16 049,00 ? ; 22 510,00 ? ; 28,32 ? 
21.01.22; 12 216,00 ? ; 16 049,00 ? ; 22 452,00 ? ; 28,24 ? 
22.01.22; 12 242,00 ? ; 16 051,00 ? ; 22 397,00 ? ; 28,24 ? 
23.01.22; 12 266,00 ? ; 16 056,00 ? ; 22 342,00 ? ; 28,24 ? 
24.01.22; 12 287,00 ? ; 16 064,00 ? ; 22 288,00 ? ; 28,68 ? 
25.01.22; 12 305,00 ? ; 16 074,00 ? ; 22 238,00 ? ; 28,71 ? 
26.01.22; 12 322,00 ? ; 16 086,00 ? ; 22 192,00 ? ; 28,86 ? 
27.01.22; 12 337,00 ? ; 16 101,00 ? ; 22 151,00 ? ; 28,89 ? 
28.01.22; 12 349,00 ? ; 16 120,00 ? ; 22 111,00 ? ; 28,72 ? 
29.01.22; 12 359,00 ? ; 16 142,00 ? ; 22 072,00 ? ; 28,72 ? 
30.01.22; 12 366,00 ? ; 16 167,00 ? ; 22 037,00 ? ; 28,72 ? 
31.01.22; 12 372,00 ? ; 16 193,00 ? ; 22 003,00 ? ; 28,37 ? 
01.02.22; 12 377,00 ? ; 16 222,00 ? ; 21 973,00 ? ; 28,44 ? 
02.02.22; 12 385,00 ? ; 16 252,00 ? ; 21 947,00 ? ; 28,32 ? 
03.02.22; 12 395,00 ? ; 16 282,00 ? ; 21 925,00 ? ; 28,23 ? 
04.02.22; 12 404,00 ? ; 16 312,00 ? ; 21 904,00 ? ; 28,12 ? 
05.02.22; 12 416,00 ? ; 16 339,00 ? ; 21 885,00 ? ; 28,12 ? 
06.02.22; 12 426,00 ? ; 16 361,00 ? ; 21 865,00 ? ; 28,12 ? 
07.02.22; 12 438,00 ? ; 16 379,00 ? ; 21 841,00 ? ; 27,92 ? 
08.02.22; 12 452,00 ? ; 16 390,00 ? ; 21 817,00 ? ; 27,98 ? 
09.02.22; 12 466,00 ? ; 16 396,00 ? ; 21 791,00 ? ; 27,92 ? 
10.02.22; 12 480,00 ? ; 16 398,00 ? ; 21 763,00 ? ; 27,95 ? 
11.02.22; 12 494,00 ? ; 16 394,00 ? ; 21 734,00 ? ; 28,07 ? 
12.02.22; 12 509,00 ? ; 16 384,00 ? ; 21 712,00 ? ; 28,07 ? 
13.02.22; 12 524,00 ? ; 16 366,00 ? ; 21 697,00 ? ; 28,07 ? 
14.02.22; 12 541,00 ? ; 16 344,00 ? ; 21 680,00 ? ; 28,49 ? 
15.02.22; 12 559,00 ? ; 16 317,00 ? ; 21 668,00 ? ; 28,23 ? 
16.02.22; 12 577,00 ? ; 16 286,00 ? ; 21 660,00 ? ; 28,14 ? 
17.02.22; 12 593,00 ? ; 16 252,00 ? ; 21 651,00 ? ; 28,33 ? 
18.02.22; 12 607,00 ? ; 16 219,00 ? ; 21 642,00 ? ; 28,41 ? 
19.02.22; 12 624,00 ? ; 16 187,00 ? ; 21 643,00 ? ; 28,41 ? 
20.02.22; 12 638,00 ? ; 16 157,00 ? ; 21 649,00 ? ; 28,41 ? 
21.02.22; 12 654,00 ? ; 16 129,00 ? ; 21 660,00 ? ; 28,71 ? 
22.02.22; 12 672,00 ? ; 16 103,00 ? ; 21 677,00 ? ; 29,10 ? 
23.02.22; 12 688,00 ? ; 16 081,00 ? ; 21 696,00 ? ; 29,90 ? 
24.02.22; 12 706,00 ? ; 16 062,00 ? ; 21 718,00 ? ; 29,90 ? 
25.02.22; 12 727,00 ? ; 16 044,00 ? ; 21 743,00 ? ; 30,05 ? 
26.02.22; 12 749,00 ? ; 16 030,00 ? ; 21 771,00 ? ; 30,05 ? 
27.02.22; 12 770,00 ? ; 16 018,00 ? ; 21 788,00 ? ; 30,05 ? 
28.02.22; 12 789,00 ? ; 16 006,00 ? ; 21 807,00 ? ; 30,05 ? 
01.03.22; 12 806,00 ? ; 15 997,00 ? ; 21 821,00 ? ; 30,05 ? 
02.03.22; 12 819,00 ? ; 15 990,00 ? ; 21 830,00 ? ; 30,05 ? 
03.03.22; 12 830,00 ? ; 15 985,00 ? ; 21 832,00 ? ; 30,05 ? 
04.03.22; 12 836,00 ? ; 15 981,00 ? ; 21 829,00 ? ; 30,05 ? 
05.03.22; 12 835,00 ? ; 15 977,00 ? ; 21 820,00 ? ; 30,05 ? 
06.03.22; 12 830,00 ? ; 15 973,00 ? ; 21 802,00 ? ; 30,05 ? 
07.03.22; 12 820,00 ? ; 15 969,00 ? ; 21 772,00 ? ; 30,05 ? 
08.03.22; 12 803,00 ? ; 15 966,00 ? ; 21 730,00 ? ; 30,05 ? 
09.03.22; 12 780,00 ? ; 15 962,00 ? ; 21 677,00 ? ; 30,05 ? 
10.03.22; 12 751,00 ? ; 15 958,00 ? ; 21 611,00 ? ; 29,40 ? 
11.03.22; 12 716,00 ? ; 15 954,00 ? ; 21 536,00 ? ; 29,40 ? 
12.03.22; 12 675,00 ? ; 15 950,00 ? ; 21 450,00 ? ; 29,40 ? 
13.03.22; 12 628,00 ? ; 15 944,00 ? ; 21 353,00 ? ; 29,40 ? 
14.03.22; 12 579,00 ? ; 15 943,00 ? ; 21 262,00 ? ; 29,40 ? 
15.03.22; 12 526,00 ? ; 15 947,00 ? ; 21 152,00 ? ; 29,61 ? 
16.03.22; 12 469,00 ? ; 15 948,00 ? ; 21 046,00 ? ; 29,46 ? 
17.03.22; 12 406,00 ? ; 15 946,00 ? ; 20 940,00 ? ; 29,61 ? 
18.03.22; 12 338,00 ? ; 15 940,00 ? ; 20 834,00 ? ; 29,40 ? 
19.03.22; 12 269,00 ? ; 15 928,00 ? ; 20 731,00 ? ; 29,40 ? 
20.03.22; 12 199,00 ? ; 15 913,00 ? ; 20 630,00 ? ; 29,40 ? 
21.03.22; 12 127,00 ? ; 15 893,00 ? ; 20 531,00 ? ; 29,40 ? 
22.03.22; 12 053,00 ? ; 15 869,00 ? ; 20 439,00 ? ; 29,40 ? 
23.03.22; 11 978,00 ? ; 15 840,00 ? ; 20 355,00 ? ; 29,40 ? 
24.03.22; 11 903,00 ? ; 15 806,00 ? ; 20 281,00 ? ; 29,40 ? 
25.03.22; 11 825,00 ? ; 15 769,00 ? ; 20 220,00 ? ; 29,52 ? 
26.03.22; 11 745,00 ? ; 15 725,00 ? ; 20 168,00 ? ; 29,52 ? 
27.03.22; 11 661,00 ? ; 15 675,00 ? ; 20 124,00 ? ; 29,52 ? 
28.03.22; 11 572,00 ? ; 15 620,00 ? ; 20 090,00 ? ; 29,52 ? 
29.03.22; 11 476,00 ? ; 15 554,00 ? ; 20 058,00 ? ; 29,40 ? 
30.03.22; 11 378,00 ? ; 15 478,00 ? ; 20 039,00 ? ; 29,55 ? 
