Дата;Індекс фінансового стресу
14.02.2024;0,1553
15.02.2024;0,1497
16.02.2024;0,1526
19.02.2024;0,1557
20.02.2024;0,1568
21.02.2024;0,1561
22.02.2024;0,1501
23.02.2024;0,1448
26.02.2024;0,1419
27.02.2024;0,1434
28.02.2024;0,1418
29.02.2024;0,1363
01.03.2024;0,1339
04.03.2024;0,1303
05.03.2024;0,1306
06.03.2024;0,1274
07.03.2024;0,1255
08.03.2024;0,1218
11.03.2024;0,1183
12.03.2024;0,125
13.03.2024;0,1245
14.03.2024;0,1293
15.03.2024;0,1243
18.03.2024;0,1268
19.03.2024;0,1323
20.03.2024;0,132
21.03.2024;0,1307
22.03.2024;0,1295
25.03.2024;0,1271
26.03.2024;0,1309
27.03.2024;0,1332
28.03.2024;0,132
29.03.2024;0,1359
01.04.2024;0,1294
02.04.2024;0,1308
03.04.2024;0,1332
04.04.2024;0,1354
05.04.2024;0,1338
08.04.2024;0,1341
09.04.2024;0,128
10.04.2024;0,1268
11.04.2024;0,1312
12.04.2024;0,1316
15.04.2024;0,1334
16.04.2024;0,1365
17.04.2024;0,142
18.04.2024;0,148
19.04.2024;0,1527
22.04.2024;0,1527
23.04.2024;0,1472
24.04.2024;0,1432
25.04.2024;0,1491
26.04.2024;0,1569
29.04.2024;0,156
30.04.2024;0,1526
01.05.2024;0,1517
02.05.2024;0,1571
03.05.2024;0,1537
06.05.2024;0,1548
07.05.2024;0,1457
08.05.2024;0,1438
09.05.2024;0,1444
10.05.2024;0,1455
13.05.2024;0,1428
14.05.2024;0,1417
15.05.2024;0,1398
16.05.2024;0,1387
17.05.2024;0,1405
20.05.2024;0,1402
21.05.2024;0,1472
22.05.2024;0,1411
23.05.2024;0,1403
24.05.2024;0,1403
27.05.2024;0,1427
28.05.2024;0,1482
29.05.2024;0,1502
30.05.2024;0,1531
31.05.2024;0,1484
03.06.2024;0,1499
04.06.2024;0,1516
05.06.2024;0,1525
06.06.2024;0,1473
07.06.2024;0,1428
10.06.2024;0,1444
11.06.2024;0,1478
12.06.2024;0,1529
13.06.2024;0,1526
14.06.2024;0,1479
17.06.2024;0,1496
18.06.2024;0,1522
19.06.2024;0,1638
20.06.2024;0,1602
21.06.2024;0,1539
24.06.2024;0,148
25.06.2024;0,1492
26.06.2024;0,1516
27.06.2024;0,1522
28.06.2024;0,1533
01.07.2024;0,1459
02.07.2024;0,1503
03.07.2024;0,1531
04.07.2024;0,1524
05.07.2024;0,1547
08.07.2024;0,1559
09.07.2024;0,1448
10.07.2024;0,1393
11.07.2024;0,1414
12.07.2024;0,1455
15.07.2024;0,148
16.07.2024;0,1473
17.07.2024;0,1483
18.07.2024;0,1523
19.07.2024;0,1547
22.07.2024;0,1508
23.07.2024;0,1432
24.07.2024;0,1418
25.07.2024;0,1493
26.07.2024;0,1523
29.07.2024;0,1536
30.07.2024;0,1547
31.07.2024;0,152
01.08.2024;0,1576
02.08.2024;0,1606
05.08.2024;0,1608
06.08.2024;0,153
07.08.2024;0,1497
08.08.2024;0,1485
09.08.2024;0,152
12.08.2024;0,1515
13.08.2024;0,1518
14.08.2024;0,1522
15.08.2024;0,1496
16.08.2024;0,1492
19.08.2024;0,1483
20.08.2024;0,1555
21.08.2024;0,1516
22.08.2024;0,1478
23.08.2024;0,1512
26.08.2024;0,1493
27.08.2024;0,1524
28.08.2024;0,1543
29.08.2024;0,1495
30.08.2024;0,1479
02.09.2024;0,1025
03.09.2024;0,0991
04.09.2024;0,0958
05.09.2024;0,1157
06.09.2024;0,101
09.09.2024;0,087
10.09.2024;0,0833
11.09.2024;0,0978
12.09.2024;0,0901
13.09.2024;0,0916
16.09.2024;0,0948
17.09.2024;0,0938
18.09.2024;0,0969
19.09.2024;0,1021
20.09.2024;0,0983
21.09.2024;0,0917
22.09.2024;0,0908
23.09.2024;0,0895
24.09.2024;0,0947
25.09.2024;0,1009
26.09.2024;0,0991
27.09.2024;0,1063
28.09.2024;0,1007
29.09.2024;0,0992
30.09.2024;0,0995
01.10.2024;0,0952
02.10.2024;0,0995
03.10.2024;0,0944
04.10.2024;0,0924
05.10.2024;0,0866
06.10.2024;0,0819
07.10.2024;0,0858
08.10.2024;0,0825
09.10.2024;0,0822
10.10.2024;0,0829
11.10.2024;0,0908
14.10.2024;0,1134
15.10.2024;0,1073
16.10.2024;0,0881
17.10.2024;0,0887
18.10.2024;0,0851
21.10.2024;0,0876
22.10.2024;0,0886
23.10.2024;0,0922
24.10.2024;0,0907
25.10.2024;0,091
28.10.2024;0,0881
29.10.2024;0,0998
30.10.2024;0,0874
31.10.2024;0,0931
01.11.2024;0,0949
04.11.2024;0,0935
05.11.2024;0,0872
06.11.2024;0,0854
07.11.2024;0,0817
08.11.2024;0,077
11.11.2024;0,0592
12.11.2024;0,0481
13.11.2024;0,0629
14.11.2024;0,0671
15.11.2024;0,0702
18.11.2024;0,0725
19.11.2024;0,079
20.11.2024;0,0769
21.11.2024;0,0751
22.11.2024;0,0817
25.11.2024;0,0881
26.11.2024;0,0837
27.11.2024;0,0838
28.11.2024;0,0852
29.11.2024;0,0839
02.12.2024;0,0845
