year,value
1993.9166666666667,0.16540560126304626
1994,0.3177206218242645
1994.0833333333333,0.17564402520656586
1994.1666666666667,0.12261806428432465
1994.25,0.14943526685237885
1994.3333333333333,0.06688068807125092
1994.4166666666667,0.1088731661438942
1994.5,0.07280796021223068
1994.5833333333333,0.08906305581331253
1994.6666666666667,0.05750042200088501
1994.75,0.019575856626033783
1994.8333333333333,0.11527176201343536
1994.9166666666667,0.1381949633359909
1995,0.03308458626270294
1995.0833333333333,0.043957799673080444
1995.1666666666667,0.038819875568151474
1995.25,0.0552995391190052
1995.3333333333333,0.0763164609670639
1995.4166666666667,0.07391256093978882
1995.5,0.17937219142913818
1995.5833333333333,0.0782288983464241
1995.6666666666667,0.015146925114095211
1995.75,0.016074586659669876
1995.8333333333333,0.014939866960048676
1995.9166666666667,0.003979307599365711
1996,0.04179966449737549
1996.0833333333333,0.03184333071112633
1996.1666666666667,0.02203209325671196
1996.25,0.04793097823858261
1996.3333333333333,0.018300941213965416
1996.4166666666667,0.05224114656448364
1996.5,0.0034068068489432335
1996.5833333333333,0.017780305817723274
1996.6666666666667,0.02582644671201706
1996.75,0.0162501223385334
1996.8333333333333,0.03731723129749298
1996.9166666666667,0.03779860958456993
1997,0.01885511726140976
1997.0833333333333,0.062421973794698715
1997.1666666666667,0.055631913244724274
1997.25,0.01685999520123005
1997.3333333333333,0.062057025730609894
1997.4166666666667,0.013657470233738422
1997.5,0.02378767728805542
1997.5833333333333,0.0034694515634328127
1997.6666666666667,0.013132407329976559
1997.75,0.012180267833173275
1997.8333333333333,0.0330338254570961
1997.9166666666667,0.0098483357578516
1998,0.009205560199916363
1998.0833333333333,0.016073552891612053
1998.1666666666667,0.03504263609647751
1998.25,0.0217182207852602
1998.3333333333333,0.01960015669465065
1998.4166666666667,0.028291745111346245
1998.5,0.020975667983293533
1998.5833333333333,0.012422746047377586
1998.6666666666667,0.005832094233483076
1998.75,0.011331765912473202
1998.8333333333333,0.008967269212007523
1998.9166666666667,0.02211969904601574
1999,0.02429395727813244
1999.0833333333333,0.02041788585484028
1999.1666666666667,0.026610685512423515
1999.25,0.07133552432060242
1999.3333333333333,0.03324267268180847
1999.4166666666667,0.03367621824145317
1999.5,0.025273267179727554
1999.5833333333333,0.022912507876753807
1999.6666666666667,0.041045717895030975
1999.75,0.03453833609819412
1999.8333333333333,0.04779543727636337
1999.9166666666667,0.02858322486281395
2000,0.02997422218322754
2000.0833333333333,0.012139237485826015
2000.1666666666667,0.016423506662249565
2000.25,0.026984889060258865
2000.3333333333333,0.02273179404437542
2000.4166666666667,0.022904260084033012
2000.5,0.011861341074109077
2000.5833333333333,0.008882046677172184
2000.6666666666667,0.008391373790800571
2000.75,0.0164980199187994
2000.8333333333333,0.01112378016114235
2000.9166666666667,0.027787212282419205
2001,0.026049958541989326
2001.0833333333333,0.031592581421136856
2001.1666666666667,0.049284011125564575
2001.25,0.015077043324708939
2001.3333333333333,0.01993166282773018
2001.4166666666667,0.03572704643011093
2001.5,0.018819985911250114
2001.5833333333333,0.03739715740084648
2001.6666666666667,0.02708395943045616
2001.75,0.11583331227302551
2001.8333333333333,0.023265959694981575
2001.9166666666667,0.025530556216835976
2002,0.021314170211553574
2002.0833333333333,0.012554533779621124
2002.1666666666667,0.020272227004170418
2002.25,0.01840490847826004
2002.3333333333333,0.008928305469453335
2002.4166666666667,0.012338824570178986
2002.5,0.022165225818753242
2002.5833333333333,0.01936233416199684
2002.6666666666667,0.0675717145204544
2002.75,0.028027690947055817
2002.8333333333333,0.05892404541373253
2002.9166666666667,0.028815675526857376
2003,0.041675347834825516
2003.0833333333333,0.03191319480538368
2003.1666666666667,0.027715418487787247
2003.25,0.04372158274054527
2003.3333333333333,0.0199874360114336
2003.4166666666667,0.039171963930130005
2003.5,0.018405472859740257
2003.5833333333333,0.031080031767487526
2003.6666666666667,0.005884083453565836
2003.75,0.04583445563912392
2003.8333333333333,0.021064668893814087
2003.9166666666667,0.019113149493932724
2004,0.011931038461625576
2004.0833333333333,0.04006286710500717
2004.1666666666667,0.034316107630729675
2004.25,0.09834306687116623
2004.3333333333333,0.011735022999346256
2004.4166666666667,0.008954688906669617
2004.5,0.02412763610482216
2004.5833333333333,0.03647749125957489
2004.6666666666667,0.03290162235498428
2004.75,0.02576139196753502
2004.8333333333333,0.1230824664235115
2004.9166666666667,0.15560001134872437
2005,0.06637301295995712
2005.0833333333333,0.10938455164432526
2005.1666666666667,0.12026802450418472
2005.25,0.05591689050197601
2005.3333333333333,0.04186603054404259
2005.4166666666667,0.03613695874810219
2005.5,0.02747504413127899
2005.5833333333333,0.022658120840787888
2005.6666666666667,0.03504979982972145
2005.75,0.03734559193253517
2005.8333333333333,0.03964744135737419
2005.9166666666667,0.07526106387376785
2006,0.08925823122262955
2006.0833333333333,0.044576048851013184
2006.1666666666667,0.06312768906354904
2006.25,0.050139449536800385
2006.3333333333333,0.06284602731466293
2006.4166666666667,0.02719937078654766
2006.5,0.060348112136125565
2006.5833333333333,0.016135798767209053
2006.6666666666667,0.012141447514295578
2006.75,0.026789700612425804
2006.8333333333333,0.03643540292978287
2006.9166666666667,0.04551069438457489
2007,0.01852995716035366
2007.0833333333333,0.023102309554815292
2007.1666666666667,0.0231307465583086
2007.25,0.028844304382801056
2007.3333333333333,0.016223231330513954
2007.4166666666667,0.02535979263484478
2007.5,0.029132813215255737
2007.5833333333333,0.009521693922579288
2007.6666666666667,0.015640640631318092
2007.75,0.048628393560647964
2007.8333333333333,0.03595074638724327
2007.9166666666667,0.012962182983756065
2008,0.003114003688097
2008.0833333333333,0.04767807945609093
2008.1666666666667,0.037158604711294174
2008.25,0.057005319744348526
2008.3333333333333,0.0274767205119133
2008.4166666666667,0.013048016466200352
2008.5,0.03302618861198425
2008.5833333333333,0.2302379161119461
2008.6666666666667,0.22131094336509705
2008.75,0.07497657090425491
2008.8333333333333,0.0473036915063858
2008.9166666666667,0.07084529846906662
2009,0.06565534323453903
2009.0833333333333,0.022563176229596138
2009.1666666666667,0.02428700216114521
2009.25,0.061451707035303116
2009.3333333333333,0.021576525643467903
2009.4166666666667,0.02632073685526848
2009.5,0.07259666919708252
2009.5833333333333,0.032010242342948914
2009.6666666666667,0.03414393588900566
2009.75,0.03911528363823891
2009.8333333333333,0.011435977183282375
2009.9166666666667,0.02815994806587696
2010,0.025878960266709328
2010.0833333333333,0.047332968562841415
2010.1666666666667,0.033939722925424576
2010.25,0.09609908610582352
2010.3333333333333,0.017060188576579094
2010.4166666666667,0.02063983492553234
2010.5,0.024618415161967278
2010.5833333333333,0.007509480696171522
2010.6666666666667,0.010550007224082947
2010.75,0.01643979735672474
2010.8333333333333,0.04192725569009781
2010.9166666666667,0.045318931341171265
2011,0.03620302677154541
2011.0833333333333,0.011604068800807
2011.1666666666667,0.033272333443164825
2011.25,0.028623564168810844
2011.3333333333333,0
2011.4166666666667,0.01800309680402279
2011.5,0.003687315620481968
2011.5833333333333,0.033724285662174225
2011.6666666666667,0.007102272938936949
2011.75,0.010535557754337788
2011.8333333333333,0.014232343062758446
2011.9166666666667,0.019017191603779793
2012,0.007429420482367277
2012.0833333333333,0.038087982684373856
2012.1666666666667,0.020691081881523132
2012.25,0.00758869294077158
2012.3333333333333,0.010838150046765804
2012.4166666666667,0.00748139014467597
2012.5,0.0038507450371980667
2012.5833333333333,0.014947683550417423
2012.6666666666667,0.01099464949220419
2012.75,0.03838101774454117
2012.8333333333333,0.010644715279340744
2012.9166666666667,0.0038831934798508883
2013,0.018347950652241707
2013.0833333333333,0.015788434073328972
2013.1666666666667,0
2013.25,0
2013.3333333333333,0
2013.4166666666667,0.026637239381670952
2013.5,0.023562677204608917
2013.5833333333333,0.01530514657497406
2013.6666666666667,0.01154467836022377
2013.75,0.03978443890810013
2013.8333333333333,0.022722968831658363
2013.9166666666667,0.10407993197441101
2014,0.1256873458623886
2014.0833333333333,0.3193695545196533
2014.1666666666667,2.1246511936187744
2014.25,1.3447962999343872
2014.3333333333333,0.8842897415161133
2014.4166666666667,0.6464149951934814
2014.5,1.6003766059875488
2014.5833333333333,1.3614168167114258
2014.6666666666667,1.3407193422317505
2014.75,0.3497832715511322
2014.8333333333333,0.42248421907424927
2014.9166666666667,0.5007620453834534
2015,0.3685555160045624
2015.0833333333333,1.1357417106628418
2015.1666666666667,0.3830786347389221
2015.25,0.2550694942474365
2015.3333333333333,0.18812261521816254
2015.4166666666667,0.33777931332588196
2015.5,0.17316767573356628
2015.5833333333333,0.16492319107055664
2015.6666666666667,0.4480598568916321
2015.75,0.35683873295783997
2015.8333333333333,0.31963470578193665
2015.9166666666667,0.16722407937049866
2016,0.11123470216989517
2016.0833333333333,0.2152852565050125
2016.1666666666667,0.1765424907207489
2016.25,0.20448946952819824
2016.3333333333333,0.1411207765340805
2016.4166666666667,0.10855713486671448
2016.5,0.18170210719108582
2016.5833333333333,0.2532561421394348
2016.6666666666667,0.15124017000198364
2016.75,0.2503190338611603
2016.8333333333333,0.26152506470680237
2016.9166666666667,0.26300251483917236
2017,0.33427876234054565
2017.0833333333333,0.4130410850048065
2017.1666666666667,0.22111132740974426
2017.25,0.21015025675296783
2017.3333333333333,0.15739236772060394
2017.4166666666667,0.1702786386013031
2017.5,0.38679593801498413
2017.5833333333333,0.18692587316036224
2017.6666666666667,0.19473710656166077
2017.75,0.10551091283559799
2017.8333333333333,0.1009930968284607
2017.9166666666667,0.1507813185453415
2018,0.0954446867108345
2018.0833333333333,0.1069469004869461
2018.1666666666667,0.2965456545352936
2018.25,0.2073165476322174
2018.3333333333333,0.1302630454301834
2018.4166666666667,0.14043202996253967
2018.5,0.268966406583786
2018.5833333333333,0.12988758087158203
2018.6666666666667,0.12599748373031616
2018.75,0.11534025520086288
2018.8333333333333,0.3051752746105194
2018.9166666666667,0.2910115122795105
2019,0.11899702250957489
2019.0833333333333,0.08969879895448685
2019.1666666666667,0.04588304087519646
2019.25,0.15220700204372406
2019.3333333333333,0.08596234768629074
2019.4166666666667,0.1121753379702568
2019.5,0.08848774433135986
2019.5833333333333,0.15485355257987976
2019.6666666666667,0.18601354956626892
2019.75,0.21861599385738373
2019.8333333333333,0.14964789152145386
2019.9166666666667,0.18444810807704926
2020,0.4765056371688843
2020.0833333333333,0.1426660716533661
2020.1666666666667,0.04275697097182274
2020.25,0.07891926914453506
2020.3333333333333,0.05407353863120079
2020.4166666666667,0.07844223082065582
2020.5,0.0900130495429039
2020.5833333333333,0.1380292922258377
2020.6666666666667,0.2688653767108917
2020.75,0.08436326682567596
2020.8333333333333,0.12389299273490906
2020.9166666666667,0.04249291867017746
2021,0.14595957100391388
2021.0833333333333,0.05799342691898346
2021.1666666666667,0.09606987237930298
2021.25,0.7169793844223022
2021.3333333333333,0.3271240293979645
2021.4166666666667,0.287783145904541
2021.5,0.14340773224830627
2021.5833333333333,0.12551291286945343
2021.6666666666667,0.06554307043552399
2021.75,0.10754133760929108
2021.8333333333333,0.5685856342315674
2021.9166666666667,1.500864028930664
2022,2.593562126159668
2022.0833333333333,5.013591289520264
2022.1666666666667,8.704862594604492
2022.25,4.904933929443359
2022.3333333333333,3.1916699409484863
2022.4166666666667,3.049211263656616
2022.5,2.6780526638031006
2022.5833333333333,2.2797253131866455
2022.6666666666667,2.927834987640381
2022.75,3.288651704788208
2022.8333333333333,2.457380771636963
2022.9166666666667,2.213129997253418
2023,1.9459186792373657
2023.0833333333333,2.0280187129974365
2023.1666666666667,2.004953384399414
2023.25,1.692607045173645
2023.3333333333333,1.7690536975860596
2023.4166666666667,2.128570556640625
2023.5,1.8256334066390991
2023.5833333333333,1.6442179679870605
2023.6666666666667,1.657692551612854
2023.75,1.7077685594558716
2023.8333333333333,1.2203516960144043
2023.9166666666667,1.3516992330551147
2024,1.490667700767517
2024.0833333333333,1.5114833116531372
2024.1666666666667,1.4814358949661255
2024.25,1.6707803010940552
2024.3333333333333,1.5292390584945679
2024.4166666666667,1.2680699825286865
2024.5,0.8744919300079346
2024.5833333333333,1.3356120586395264
2024.6666666666667,1.3011515140533447
2024.75,1.1005316972732544
2024.8333333333333,1.7883005142211914
2024.9166666666667,1.543918251991272
2025,0.8006004691123962
2025.0833333333333,1.757930874824524
2025.1666666666667,2.246724843978882
2025.25,1.2921620607376099
2025.3333333333333,1.387019395828247
2025.4166666666667,1.7654006481170654
2025.5,1.2131820917129517
2025.5833333333333,1.572890043258667
2025.6666666666667,1.1952972412109375
2025.75,1.2070798873901367
2025.8333333333333,0.993023693561554
2025.9166666666667,1.350819706916809
2026,1.194475531578064
2026.0833333333333,0.8905600905418396
2026.1666666666667,2.0236380100250244
2026.25,1.3542054891586304
2026.3333333333333,1.040088176727295
