"Показник","Територіальний розріз","Періодичність","Період","Значення cпостереження"
"Кількість померлих","Вінницька","Місячна","2011-M05","11057"
"Кількість померлих","Вінницька","Місячна","2011-M06","13062"
"Кількість померлих","Вінницька","Місячна","2011-M07","14989"
"Кількість померлих","Вінницька","Місячна","2011-M08","16919"
"Кількість померлих","Вінницька","Місячна","2011-M09","18738"
"Кількість померлих","Вінницька","Місячна","2011-M10","20886"
"Кількість померлих","Вінницька","Місячна","2011-M11","23189"
"Кількість померлих","Вінницька","Місячна","2011-M12","25376"
"Кількість померлих","Вінницька","Місячна","2012-M01","2195"
"Кількість померлих","Вінницька","Місячна","2012-M02","4445"
"Кількість померлих","Вінницька","Місячна","2012-M03","6725"
"Кількість померлих","Вінницька","Місячна","2012-M04","8928"
"Кількість померлих","Вінницька","Місячна","2012-M05","11088"
"Кількість померлих","Вінницька","Місячна","2012-M06","12941"
"Кількість померлих","Вінницька","Місячна","2012-M07","14975"
"Кількість померлих","Вінницька","Місячна","2012-M08","16896"
"Кількість померлих","Вінницька","Місячна","2012-M09","18678"
"Кількість померлих","Вінницька","Місячна","2012-M10","20865"
"Кількість померлих","Вінницька","Місячна","2012-M11","23017"
"Кількість померлих","Вінницька","Місячна","2012-M12","25158"
"Кількість померлих","Вінницька","Місячна","2013-M01","2487"
"Кількість померлих","Вінницька","Місячна","2013-M02","4527"
"Кількість померлих","Вінницька","Місячна","2013-M03","6634"
"Кількість померлих","Вінницька","Місячна","2013-M04","8897"
"Кількість померлих","Вінницька","Місячна","2013-M05","11067"
"Кількість померлих","Вінницька","Місячна","2013-M06","12971"
"Кількість померлих","Вінницька","Місячна","2013-M07","14995"
"Кількість померлих","Вінницька","Місячна","2013-M08","16879"
"Кількість померлих","Вінницька","Місячна","2013-M09","18802"
"Кількість померлих","Вінницька","Місячна","2013-M10","21216"
"Кількість померлих","Вінницька","Місячна","2013-M11","23239"
"Кількість померлих","Вінницька","Місячна","2013-M12","25453"
"Кількість померлих","Вінницька","Місячна","2014-M01","2348"
"Кількість померлих","Вінницька","Місячна","2014-M02","4573"
"Кількість померлих","Вінницька","Місячна","2014-M03","6885"
"Кількість померлих","Вінницька","Місячна","2014-M04","9137"
"Кількість померлих","Вінницька","Місячна","2014-M05","11286"
"Кількість померлих","Вінницька","Місячна","2014-M06","13057"
"Кількість померлих","Вінницька","Місячна","2014-M07","15124"
"Кількість померлих","Вінницька","Місячна","2014-M08","16990"
"Кількість померлих","Вінницька","Місячна","2014-M09","19041"
"Кількість померлих","Вінницька","Місячна","2014-M10","21290"
"Кількість померлих","Вінницька","Місячна","2014-M11","23397"
"Кількість померлих","Вінницька","Місячна","2014-M12","25567"
"Кількість померлих","Вінницька","Місячна","2015-M01","2443"
"Кількість померлих","Вінницька","Місячна","2015-M02","4586"
"Кількість померлих","Вінницька","Місячна","2015-M03","6990"
"Кількість померлих","Вінницька","Місячна","2015-M04","9442"
"Кількість померлих","Вінницька","Місячна","2015-M05","11566"
"Кількість померлих","Вінницька","Місячна","2015-M06","13498"
"Кількість померлих","Вінницька","Місячна","2015-M07","15521"
"Кількість померлих","Вінницька","Місячна","2015-M08","17218"
"Кількість померлих","Вінницька","Місячна","2015-M09","19102"
"Кількість померлих","Вінницька","Місячна","2015-M10","21184"
"Кількість померлих","Вінницька","Місячна","2015-M11","23237"
"Кількість померлих","Вінницька","Місячна","2015-M12","25523"
"Кількість померлих","Вінницька","Місячна","2016-M01","2422"
"Кількість померлих","Вінницька","Місячна","2016-M02","4439"
"Кількість померлих","Вінницька","Місячна","2016-M03","6566"
"Кількість померлих","Вінницька","Місячна","2016-M04","8589"
"Кількість померлих","Вінницька","Місячна","2016-M05","10654"
"Кількість померлих","Вінницька","Місячна","2016-M06","12732"
"Кількість померлих","Вінницька","Місячна","2016-M07","14528"
"Кількість померлих","Вінницька","Місячна","2016-M08","16454"
"Кількість померлих","Вінницька","Місячна","2016-M09","18305"
"Кількість померлих","Вінницька","Місячна","2016-M10","20398"
"Кількість померлих","Вінницька","Місячна","2016-M11","22521"
"Кількість померлих","Вінницька","Місячна","2016-M12","24617"
"Кількість померлих","Вінницька","Місячна","2017-M01","2487"
"Кількість померлих","Вінницька","Місячна","2017-M02","4548"
"Кількість померлих","Вінницька","Місячна","2017-M03","6600"
"Кількість померлих","Вінницька","Місячна","2017-M04","8558"
"Кількість померлих","Вінницька","Місячна","2017-M05","10751"
"Кількість померлих","Вінницька","Місячна","2017-M06","12680"
"Кількість померлих","Вінницька","Місячна","2017-M07","14446"
"Кількість померлих","Вінницька","Місячна","2017-M08","16268"
"Кількість померлих","Вінницька","Місячна","2017-M09","17963"
"Кількість померлих","Вінницька","Місячна","2017-M10","19998"
"Кількість померлих","Вінницька","Місячна","2017-M11","22088"
"Кількість померлих","Вінницька","Місячна","2017-M12","24066"
"Кількість померлих","Вінницька","Місячна","2018-M01","2334"
"Кількість померлих","Вінницька","Місячна","2018-M02","4329"
"Кількість померлих","Вінницька","Місячна","2018-M03","6571"
"Кількість померлих","Вінницька","Місячна","2018-M04","8562"
"Кількість померлих","Вінницька","Місячна","2018-M05","10614"
"Кількість померлих","Вінницька","Місячна","2018-M06","12364"
"Кількість померлих","Вінницька","Місячна","2018-M07","14272"
"Кількість померлих","Вінницька","Місячна","2018-M08","16143"
"Кількість померлих","Вінницька","Місячна","2018-M09","17891"
"Кількість померлих","Вінницька","Місячна","2018-M10","20120"
"Кількість померлих","Вінницька","Місячна","2018-M11","22249"
"Кількість померлих","Вінницька","Місячна","2018-M12","24341"
"Кількість померлих","Вінницька","Місячна","2019-M01","2769"
"Кількість померлих","Вінницька","Місячна","2019-M02","4799"
"Кількість померлих","Вінницька","Місячна","2019-M03","6855"
"Кількість померлих","Вінницька","Місячна","2019-M04","8729"
"Кількість померлих","Вінницька","Місячна","2019-M05","10990"
"Кількість померлих","Вінницька","Місячна","2019-M06","12697"
"Кількість померлих","Вінницька","Місячна","2019-M07","14706"
"Кількість померлих","Вінницька","Місячна","2019-M08","16435"
"Кількість померлих","Вінницька","Місячна","2019-M09","18164"
"Кількість померлих","Вінницька","Місячна","2019-M10","20325"
"Кількість померлих","Вінницька","Місячна","2019-M11","22193"
"Кількість померлих","Вінницька","Місячна","2019-M12","24132"
"Кількість померлих","Вінницька","Місячна","2020-M01","2286"
"Кількість померлих","Вінницька","Місячна","2020-M02","4252"
"Кількість померлих","Вінницька","Місячна","2020-M03","6226"
"Кількість померлих","Вінницька","Місячна","2020-M04","8164"
"Кількість померлих","Вінницька","Місячна","2020-M05","10012"
"Кількість померлих","Вінницька","Місячна","2020-M06","11982"
"Кількість померлих","Вінницька","Місячна","2020-M07","13991"
"Кількість померлих","Вінницька","Місячна","2020-M08","15758"
"Кількість померлих","Вінницька","Місячна","2020-M09","17766"
"Кількість померлих","Вінницька","Місячна","2020-M10","20133"
"Кількість померлих","Вінницька","Місячна","2020-M11","22785"
"Кількість померлих","Вінницька","Місячна","2020-M12","25379"
"Кількість померлих","Вінницька","Місячна","2021-M01","2260"
"Кількість померлих","Вінницька","Місячна","2021-M02","4415"
"Кількість померлих","Вінницька","Місячна","2021-M03","7375"
"Кількість померлих","Вінницька","Місячна","2021-M04","10133"
"Кількість померлих","Вінницька","Місячна","2021-M05","12299"
"Кількість померлих","Вінницька","Місячна","2021-M06","14235"
"Кількість померлих","Вінницька","Місячна","2021-M07","16096"
"Кількість померлих","Вінницька","Місячна","2021-M08","17758"
"Кількість померлих","Вінницька","Місячна","2021-M09","19621"
"Кількість померлих","Вінницька","Місячна","2021-M10","21990"
"Кількість померлих","Вінницька","Місячна","2021-M11","25008"
"Кількість померлих","Вінницька","Місячна","2021-M12","27679"
"Кількість померлих","Вінницька","Місячна","2022-M01","2588"
"Кількість померлих","Вінницька","Місячна","2022-M02",""
"Кількість померлих","Вінницька","Місячна","2022-M03",""
"Кількість померлих","Вінницька","Місячна","2022-M04",""
"Кількість померлих","Вінницька","Місячна","2022-M05",""
"Кількість померлих","Вінницька","Місячна","2022-M06",""
"Кількість померлих","Вінницька","Місячна","2022-M07",""
"Кількість померлих","Вінницька","Місячна","2022-M08",""
"Кількість померлих","Вінницька","Місячна","2022-M09",""
"Кількість померлих","Вінницька","Місячна","2022-M10",""
"Кількість померлих","Вінницька","Місячна","2022-M11",""
"Кількість померлих","Вінницька","Місячна","2022-M12",""
"Кількість померлих","Волинська","Місячна","2005-M01","1466"
"Кількість померлих","Волинська","Місячна","2005-M02","2807"
"Кількість померлих","Волинська","Місячна","2005-M03","4416"
"Кількість померлих","Волинська","Місячна","2005-M04","5693"
"Кількість померлих","Волинська","Місячна","2005-M05","7161"
"Кількість померлих","Волинська","Місячна","2005-M06","8388"
"Кількість померлих","Волинська","Місячна","2005-M07","9546"
"Кількість померлих","Волинська","Місячна","2005-M08","10731"
"Кількість померлих","Волинська","Місячна","2005-M09","11931"
"Кількість померлих","Волинська","Місячна","2005-M10","13254"
"Кількість померлих","Волинська","Місячна","2005-M11","14585"
"Кількість померлих","Волинська","Місячна","2005-M12","16012"
"Кількість померлих","Волинська","Місячна","2006-M01","1570"
"Кількість померлих","Волинська","Місячна","2006-M02","2916"
"Кількість померлих","Волинська","Місячна","2006-M03","4235"
"Кількість померлих","Волинська","Місячна","2006-M04","5491"
"Кількість померлих","Волинська","Місячна","2006-M05","6840"
"Кількість померлих","Волинська","Місячна","2006-M06","8087"
"Кількість померлих","Волинська","Місячна","2006-M07","9238"
"Кількість померлих","Волинська","Місячна","2006-M08","10371"
"Кількість померлих","Волинська","Місячна","2006-M09","11543"
"Кількість померлих","Волинська","Місячна","2006-M10","12955"
"Кількість померлих","Волинська","Місячна","2006-M11","14325"
"Кількість померлих","Волинська","Місячна","2006-M12","15615"
"Кількість померлих","Волинська","Місячна","2007-M01","1474"
"Кількість померлих","Волинська","Місячна","2007-M02","2677"
"Кількість померлих","Волинська","Місячна","2007-M03","4123"
"Кількість померлих","Волинська","Місячна","2007-M04","5413"
"Кількість померлих","Волинська","Місячна","2007-M05","6682"
"Кількість померлих","Волинська","Місячна","2007-M06","7828"
"Кількість померлих","Волинська","Місячна","2007-M07","9114"
"Кількість померлих","Волинська","Місячна","2007-M08","10204"
"Кількість померлих","Волинська","Місячна","2007-M09","11407"
"Кількість померлих","Волинська","Місячна","2007-M10","12762"
"Кількість померлих","Волинська","Місячна","2007-M11","14121"
"Кількість померлих","Волинська","Місячна","2007-M12","15471"
"Кількість померлих","Волинська","Місячна","2008-M01","1630"
"Кількість померлих","Волинська","Місячна","2008-M02","2803"
"Кількість померлих","Волинська","Місячна","2008-M03","4145"
"Кількість померлих","Волинська","Місячна","2008-M04","5410"
"Кількість померлих","Волинська","Місячна","2008-M05","6839"
"Кількість померлих","Волинська","Місячна","2008-M06","8043"
"Кількість померлих","Волинська","Місячна","2008-M07","9298"
"Кількість померлих","Волинська","Місячна","2008-M08","10409"
"Кількість померлих","Волинська","Місячна","2008-M09","11661"
"Кількість померлих","Волинська","Місячна","2008-M10","12956"
"Кількість померлих","Волинська","Місячна","2008-M11","14244"
"Кількість померлих","Волинська","Місячна","2008-M12","15594"
"Кількість померлих","Волинська","Місячна","2009-M01","1427"
"Кількість померлих","Волинська","Місячна","2009-M02","2589"
"Кількість померлих","Волинська","Місячна","2009-M03","3990"
"Кількість померлих","Волинська","Місячна","2009-M04","5251"
"Кількість померлих","Волинська","Місячна","2009-M05","6476"
"Кількість померлих","Волинська","Місячна","2009-M06","7624"
"Кількість померлих","Волинська","Місячна","2009-M07","8763"
"Кількість померлих","Волинська","Місячна","2009-M08","9840"
"Кількість померлих","Волинська","Місячна","2009-M09","10901"
"Кількість померлих","Волинська","Місячна","2009-M10","12105"
"Кількість померлих","Волинська","Місячна","2009-M11","13328"
"Кількість померлих","Волинська","Місячна","2009-M12","14628"
"Кількість померлих","Волинська","Місячна","2010-M01","1370"
"Кількість померлих","Волинська","Місячна","2010-M02","2541"
"Кількість померлих","Волинська","Місячна","2010-M03","3808"
"Кількість померлих","Волинська","Місячна","2010-M04","4971"
"Кількість померлих","Волинська","Місячна","2010-M05","6158"
"Кількість померлих","Волинська","Місячна","2010-M06","7285"
"Кількість померлих","Волинська","Місячна","2010-M07","8404"
"Кількість померлих","Волинська","Місячна","2010-M08","9498"
"Кількість померлих","Волинська","Місячна","2010-M09","10635"
"Кількість померлих","Волинська","Місячна","2010-M10","11884"
"Кількість померлих","Волинська","Місячна","2010-M11","13044"
"Кількість померлих","Волинська","Місячна","2010-M12","14362"
"Кількість померлих","Волинська","Місячна","2011-M01","1343"
"Кількість померлих","Волинська","Місячна","2011-M02","2497"
"Кількість померлих","Волинська","Місячна","2011-M03","3793"
"Кількість померлих","Волинська","Місячна","2011-M04","4838"
"Кількість померлих","Волинська","Місячна","2011-M05","6130"
"Кількість померлих","Волинська","Місячна","2011-M06","7253"
"Кількість померлих","Волинська","Місячна","2011-M07","8315"
"Кількість померлих","Волинська","Місячна","2011-M08","9377"
"Кількість померлих","Волинська","Місячна","2011-M09","10389"
"Кількість померлих","Волинська","Місячна","2011-M10","11516"
"Кількість померлих","Волинська","Місячна","2011-M11","12673"
"Кількість померлих","Волинська","Місячна","2011-M12","13842"
"Кількість померлих","Волинська","Місячна","2012-M01","1214"
"Кількість померлих","Волинська","Місячна","2012-M02","2375"
"Кількість померлих","Волинська","Місячна","2012-M03","3567"
"Кількість померлих","Волинська","Місячна","2012-M04","4848"
"Кількість померлих","Волинська","Місячна","2012-M05","6049"
"Кількість померлих","Волинська","Місячна","2012-M06","7078"
"Кількість померлих","Волинська","Місячна","2012-M07","8285"
"Кількість померлих","Волинська","Місячна","2012-M08","9293"
"Кількість померлих","Волинська","Місячна","2012-M09","10271"
"Кількість померлих","Волинська","Місячна","2012-M10","11410"
"Кількість померлих","Волинська","Місячна","2012-M11","12545"
"Кількість померлих","Волинська","Місячна","2012-M12","13710"
"Кількість померлих","Волинська","Місячна","2013-M01","1255"
"Кількість померлих","Волинська","Місячна","2013-M02","2346"
"Кількість померлих","Волинська","Місячна","2013-M03","3544"
"Кількість померлих","Волинська","Місячна","2013-M04","4798"
"Кількість померлих","Волинська","Місячна","2013-M05","6019"
"Кількість померлих","Волинська","Місячна","2013-M06","7090"
"Кількість померлих","Волинська","Місячна","2013-M07","8195"
"Кількість померлих","Волинська","Місячна","2013-M08","9173"
"Кількість померлих","Волинська","Місячна","2013-M09","10154"
"Кількість померлих","Волинська","Місячна","2013-M10","11348"
"Кількість померлих","Волинська","Місячна","2013-M11","12470"
"Кількість померлих","Волинська","Місячна","2013-M12","13666"
"Кількість померлих","Волинська","Місячна","2014-M01","1237"
"Кількість померлих","Волинська","Місячна","2014-M02","2384"
"Кількість померлих","Волинська","Місячна","2014-M03","3595"
"Кількість померлих","Волинська","Місячна","2014-M04","4889"
"Кількість померлих","Волинська","Місячна","2014-M05","6050"
"Кількість померлих","Волинська","Місячна","2014-M06","7109"
"Кількість померлих","Волинська","Місячна","2014-M07","8279"
"Кількість померлих","Волинська","Місячна","2014-M08","9277"
"Кількість померлих","Волинська","Місячна","2014-M09","10300"
"Кількість померлих","Волинська","Місячна","2014-M10","11464"
"Кількість померлих","Волинська","Місячна","2014-M11","12476"
"Кількість померлих","Волинська","Місячна","2014-M12","13748"
"Кількість померлих","Волинська","Місячна","2015-M01","1280"
"Кількість померлих","Волинська","Місячна","2015-M02","2448"
"Кількість померлих","Волинська","Місячна","2015-M03","3762"
"Кількість померлих","Волинська","Місячна","2015-M04","5070"
"Кількість померлих","Волинська","Місячна","2015-M05","6275"
"Кількість померлих","Волинська","Місячна","2015-M06","7294"
"Кількість померлих","Волинська","Місячна","2015-M07","8424"
"Кількість померлих","Волинська","Місячна","2015-M08","9435"
"Кількість померлих","Волинська","Місячна","2015-M09","10395"
"Кількість померлих","Волинська","Місячна","2015-M10","11530"
"Кількість померлих","Волинська","Місячна","2015-M11","12602"
"Кількість померлих","Волинська","Місячна","2015-M12","13747"
"Кількість померлих","Волинська","Місячна","2016-M01","1332"
"Кількість померлих","Волинська","Місячна","2016-M02","2444"
"Кількість померлих","Волинська","Місячна","2016-M03","3653"
"Кількість померлих","Волинська","Місячна","2016-M04","4740"
"Кількість померлих","Волинська","Місячна","2016-M05","5971"
"Кількість померлих","Волинська","Місячна","2016-M06","7082"
"Кількість померлих","Волинська","Місячна","2016-M07","8098"
"Кількість померлих","Волинська","Місячна","2016-M08","9144"
"Кількість померлих","Волинська","Місячна","2016-M09","10067"
"Кількість померлих","Волинська","Місячна","2016-M10","11188"
"Кількість померлих","Волинська","Місячна","2016-M11","12311"
"Кількість померлих","Волинська","Місячна","2016-M12","13492"
"Кількість померлих","Волинська","Місячна","2017-M01","1466"
"Кількість померлих","Волинська","Місячна","2017-M02","2555"
"Кількість померлих","Волинська","Місячна","2017-M03","3711"
"Кількість померлих","Волинська","Місячна","2017-M04","4834"
"Кількість померлих","Волинська","Місячна","2017-M05","6030"
"Кількість померлих","Волинська","Місячна","2017-M06","7045"
"Кількість померлих","Волинська","Місячна","2017-M07","8033"
"Кількість померлих","Волинська","Місячна","2017-M08","9113"
"Кількість померлих","Волинська","Місячна","2017-M09","10112"
"Кількість померлих","Волинська","Місячна","2017-M10","11325"
"Кількість померлих","Волинська","Місячна","2017-M11","12485"
"Кількість померлих","Волинська","Місячна","2017-M12","13588"
"Кількість померлих","Волинська","Місячна","2018-M01","1334"
"Кількість померлих","Волинська","Місячна","2018-M02","2446"
"Кількість померлих","Волинська","Місячна","2018-M03","3727"
"Кількість померлих","Волинська","Місячна","2018-M04","4869"
"Кількість померлих","Волинська","Місячна","2018-M05","6030"
"Кількість померлих","Волинська","Місячна","2018-M06","7084"
"Кількість померлих","Волинська","Місячна","2018-M07","8152"
"Кількість померлих","Волинська","Місячна","2018-M08","9174"
"Кількість померлих","Волинська","Місячна","2018-M09","10142"
"Кількість померлих","Волинська","Місячна","2018-M10","11356"
"Кількість померлих","Волинська","Місячна","2018-M11","12469"
"Кількість померлих","Волинська","Місячна","2018-M12","13710"
"Кількість померлих","Волинська","Місячна","2019-M01","1429"
"Кількість померлих","Волинська","Місячна","2019-M02","2543"
"Кількість померлих","Волинська","Місячна","2019-M03","3722"
"Кількість померлих","Волинська","Місячна","2019-M04","4815"
"Кількість померлих","Волинська","Місячна","2019-M05","6116"
"Кількість померлих","Волинська","Місячна","2019-M06","7140"
"Кількість померлих","Волинська","Місячна","2019-M07","8244"
"Кількість померлих","Волинська","Місячна","2019-M08","9159"
"Кількість померлих","Волинська","Місячна","2019-M09","10091"
"Кількість померлих","Волинська","Місячна","2019-M10","11184"
"Кількість померлих","Волинська","Місячна","2019-M11","12254"
"Кількість померлих","Волинська","Місячна","2019-M12","13332"
"Кількість померлих","Волинська","Місячна","2020-M01","1262"
"Кількість померлих","Волинська","Місячна","2020-M02","2345"
"Кількість померлих","Волинська","Місячна","2020-M03","3510"
"Кількість померлих","Волинська","Місячна","2020-M04","4551"
"Кількість померлих","Волинська","Місячна","2020-M05","5630"
"Кількість померлих","Волинська","Місячна","2020-M06","6814"
"Кількість померлих","Волинська","Місячна","2020-M07","7940"
"Кількість померлих","Волинська","Місячна","2020-M08","8983"
"Кількість померлих","Волинська","Місячна","2020-M09","10105"
"Кількість померлих","Волинська","Місячна","2020-M10","11541"
"Кількість померлих","Волинська","Місячна","2020-M11","12922"
"Кількість померлих","Волинська","Місячна","2020-M12","14344"
"Кількість померлих","Волинська","Місячна","2021-M01","1164"
"Кількість померлих","Волинська","Місячна","2021-M02","2293"
"Кількість померлих","Волинська","Місячна","2021-M03","3627"
"Кількість померлих","Волинська","Місячна","2021-M04","5041"
"Кількість померлих","Волинська","Місячна","2021-M05","6395"
"Кількість померлих","Волинська","Місячна","2021-M06","7575"
"Кількість померлих","Волинська","Місячна","2021-M07","8658"
"Кількість померлих","Волинська","Місячна","2021-M08","9538"
"Кількість померлих","Волинська","Місячна","2021-M09","10617"
"Кількість померлих","Волинська","Місячна","2021-M10","12098"
"Кількість померлих","Волинська","Місячна","2021-M11","14031"
"Кількість померлих","Волинська","Місячна","2021-M12","15493"
"Кількість померлих","Волинська","Місячна","2022-M01","1242"
"Кількість померлих","Волинська","Місячна","2022-M02",""
"Кількість померлих","Волинська","Місячна","2022-M03",""
"Кількість померлих","Волинська","Місячна","2022-M04",""
"Кількість померлих","Волинська","Місячна","2022-M05",""
"Кількість померлих","Волинська","Місячна","2022-M06",""
"Кількість померлих","Волинська","Місячна","2022-M07",""
"Кількість померлих","Волинська","Місячна","2022-M08",""
"Кількість померлих","Волинська","Місячна","2022-M09",""
"Кількість померлих","Волинська","Місячна","2022-M10",""
"Кількість померлих","Волинська","Місячна","2022-M11",""
"Кількість померлих","Волинська","Місячна","2022-M12",""
"Кількість померлих","Дніпропетровська","Місячна","2005-M01","5568"
"Кількість померлих","Дніпропетровська","Місячна","2005-M02","10924"
"Кількість померлих","Дніпропетровська","Місячна","2005-M03","16889"
"Кількість померлих","Дніпропетровська","Місячна","2005-M04","22359"
"Кількість померлих","Дніпропетровська","Місячна","2005-M05","27813"
"Кількість померлих","Дніпропетровська","Місячна","2005-M06","32380"
"Кількість померлих","Дніпропетровська","Місячна","2005-M07","36982"
"Кількість померлих","Дніпропетровська","Місячна","2005-M08","41957"
"Кількість померлих","Дніпропетровська","Місячна","2005-M09","46279"
"Кількість померлих","Дніпропетровська","Місячна","2005-M10","51165"
"Кількість померлих","Дніпропетровська","Місячна","2005-M11","56249"
"Кількість померлих","Дніпропетровська","Місячна","2005-M12","61206"
"Кількість померлих","Дніпропетровська","Місячна","2006-M01","6023"
"Кількість померлих","Дніпропетровська","Місячна","2006-M02","11050"
"Кількість померлих","Дніпропетровська","Місячна","2006-M03","16253"
"Кількість померлих","Дніпропетровська","Місячна","2006-M04","20915"
"Кількість померлих","Дніпропетровська","Місячна","2006-M05","26305"
"Кількість померлих","Дніпропетровська","Місячна","2006-M06","30988"
"Кількість померлих","Дніпропетровська","Місячна","2006-M07","35400"
"Кількість померлих","Дніпропетровська","Місячна","2006-M08","39945"
"Кількість померлих","Дніпропетровська","Місячна","2006-M09","44475"
"Кількість померлих","Дніпропетровська","Місячна","2006-M10","49494"
"Кількість померлих","Дніпропетровська","Місячна","2006-M11","54696"
"Кількість померлих","Дніпропетровська","Місячна","2006-M12","59439"
"Кількість померлих","Дніпропетровська","Місячна","2007-M01","5517"
"Кількість померлих","Дніпропетровська","Місячна","2007-M02","10318"
"Кількість померлих","Дніпропетровська","Місячна","2007-M03","15857"
"Кількість померлих","Дніпропетровська","Місячна","2007-M04","20714"
"Кількість померлих","Дніпропетровська","Місячна","2007-M05","26183"
"Кількість померлих","Дніпропетровська","Місячна","2007-M06","30638"
"Кількість померлих","Дніпропетровська","Місячна","2007-M07","35530"
"Кількість померлих","Дніпропетровська","Місячна","2007-M08","40228"
"Кількість померлих","Дніпропетровська","Місячна","2007-M09","44453"
"Кількість померлих","Дніпропетровська","Місячна","2007-M10","49678"
"Кількість померлих","Дніпропетровська","Місячна","2007-M11","54910"
"Кількість померлих","Дніпропетровська","Місячна","2007-M12","59850"
"Кількість померлих","Дніпропетровська","Місячна","2008-M01","6206"
"Кількість померлих","Дніпропетровська","Місячна","2008-M02","11410"
"Кількість померлих","Дніпропетровська","Місячна","2008-M03","16393"
"Кількість померлих","Дніпропетровська","Місячна","2008-M04","21254"
"Кількість померлих","Дніпропетровська","Місячна","2008-M05","26728"
"Кількість померлих","Дніпропетровська","Місячна","2008-M06","31133"
"Кількість померлих","Дніпропетровська","Місячна","2008-M07","36177"
"Кількість померлих","Дніпропетровська","Місячна","2008-M08","40588"
"Кількість померлих","Дніпропетровська","Місячна","2008-M09","45229"
"Кількість померлих","Дніпропетровська","Місячна","2008-M10","50231"
"Кількість померлих","Дніпропетровська","Місячна","2008-M11","54924"
"Кількість померлих","Дніпропетровська","Місячна","2008-M12","59781"
"Кількість померлих","Дніпропетровська","Місячна","2009-M01","5660"
"Кількість померлих","Дніпропетровська","Місячна","2009-M02","10029"
"Кількість померлих","Дніпропетровська","Місячна","2009-M03","14883"
"Кількість померлих","Дніпропетровська","Місячна","2009-M04","19633"
"Кількість померлих","Дніпропетровська","Місячна","2009-M05","24242"
"Кількість померлих","Дніпропетровська","Місячна","2009-M06","28615"
"Кількість померлих","Дніпропетровська","Місячна","2009-M07","33279"
"Кількість померлих","Дніпропетровська","Місячна","2009-M08","37174"
"Кількість померлих","Дніпропетровська","Місячна","2009-M09","41305"
"Кількість померлих","Дніпропетровська","Місячна","2009-M10","45794"
"Кількість померлих","Дніпропетровська","Місячна","2009-M11","50141"
"Кількість померлих","Дніпропетровська","Місячна","2009-M12","54973"
"Кількість померлих","Дніпропетровська","Місячна","2010-M01","4873"
"Кількість померлих","Дніпропетровська","Місячна","2010-M02","9264"
"Кількість померлих","Дніпропетровська","Місячна","2010-M03","14091"
"Кількість померлих","Дніпропетровська","Місячна","2010-M04","18679"
"Кількість померлих","Дніпропетровська","Місячна","2010-M05","23048"
"Кількість померлих","Дніпропетровська","Місячна","2010-M06","27525"
"Кількість померлих","Дніпропетровська","Місячна","2010-M07","31944"
"Кількість померлих","Дніпропетровська","Місячна","2010-M08","37176"
"Кількість померлих","Дніпропетровська","Місячна","2010-M09","41458"
"Кількість померлих","Дніпропетровська","Місячна","2010-M10","45778"
"Кількість померлих","Дніпропетровська","Місячна","2010-M11","50011"
"Кількість померлих","Дніпропетровська","Місячна","2010-M12","54542"
"Кількість померлих","Дніпропетровська","Місячна","2011-M01","4745"
"Кількість померлих","Дніпропетровська","Місячна","2011-M02","9014"
"Кількість померлих","Дніпропетровська","Місячна","2011-M03","13929"
"Кількість померлих","Дніпропетровська","Місячна","2011-M04","18284"
"Кількість померлих","Дніпропетровська","Місячна","2011-M05","22928"
"Кількість померлих","Дніпропетровська","Місячна","2011-M06","26986"
"Кількість померлих","Дніпропетровська","Місячна","2011-M07","31201"
"Кількість померлих","Дніпропетровська","Місячна","2011-M08","35286"
"Кількість померлих","Дніпропетровська","Місячна","2011-M09","39163"
"Кількість померлих","Дніпропетровська","Місячна","2011-M10","43454"
"Кількість померлих","Дніпропетровська","Місячна","2011-M11","47908"
"Кількість померлих","Дніпропетровська","Місячна","2011-M12","52106"
"Кількість померлих","Дніпропетровська","Місячна","2012-M01","4578"
"Кількість померлих","Дніпропетровська","Місячна","2012-M02","9040"
"Кількість померлих","Дніпропетровська","Місячна","2012-M03","13521"
"Кількість померлих","Дніпропетровська","Місячна","2012-M04","17863"
"Кількість померлих","Дніпропетровська","Місячна","2012-M05","22360"
"Кількість померлих","Дніпропетровська","Місячна","2012-M06","26238"
"Кількість померлих","Дніпропетровська","Місячна","2012-M07","30712"
"Кількість померлих","Дніпропетровська","Місячна","2012-M08","34784"
"Кількість померлих","Дніпропетровська","Місячна","2012-M09","38440"
"Кількість померлих","Дніпропетровська","Місячна","2012-M10","42911"
"Кількість померлих","Дніпропетровська","Місячна","2012-M11","47098"
"Кількість померлих","Дніпропетровська","Місячна","2012-M12","51486"
"Кількість померлих","Дніпропетровська","Місячна","2013-M01","4802"
"Кількість померлих","Дніпропетровська","Місячна","2013-M02","8694"
"Кількість померлих","Дніпропетровська","Місячна","2013-M03","13155"
"Кількість померлих","Дніпропетровська","Місячна","2013-M04","17822"
"Кількість померлих","Дніпропетровська","Місячна","2013-M05","22184"
"Кількість померлих","Дніпропетровська","Місячна","2013-M06","25855"
"Кількість померлих","Дніпропетровська","Місячна","2013-M07","30021"
"Кількість померлих","Дніпропетровська","Місячна","2013-M08","33996"
"Кількість померлих","Дніпропетровська","Місячна","2013-M09","37981"
"Кількість померлих","Дніпропетровська","Місячна","2013-M10","42596"
