xValue,valueField0,valueField1,valueField2,valueField3
"2025-04-22",16539,20820,34398,41.58
"2025-04-23",16478,20837,34547,41.76
"2025-04-24",16417,20850,34660,41.67
"2025-04-25",16357,20860,34724,41.82
"2025-04-26",16293,20868,34744,41.8
"2025-04-27",16229,20874,34729,41.8
"2025-04-28",16165,20881,34687,41.7
"2025-04-29",16109,20888,34613,41.53
"2025-04-30",16052,20897,34539,41.47
"2025-05-01",15994,20909,34470,41.61
"2025-05-02",15930,20926,34402,41.76
"2025-05-03",15864,20950,34344,41.49
"2025-05-04",15791,20982,34296,41.49
"2025-05-05",15710,21024,34254,41.54
"2025-05-06",15633,21066,34202,41.43
"2025-05-07",15564,21106,34125,41.44
"2025-05-08",15508,21141,34063,41.51
"2025-05-09",15460,21172,34006,41.52
"2025-05-10",15421,21202,33987,41.55
"2025-05-11",15392,21236,34005,41.55
"2025-05-12",15371,21275,34040,41.46
"2025-05-13",15360,21322,34076,41.54
"2025-05-14",15350,21377,34150,41.57
"2025-05-15",15346,21433,34210,41.5
"2025-05-16",15349,21483,34241,41.49
"2025-05-17",15362,21529,34249,41.53
"2025-05-18",15383,21564,34219,41.53
"2025-05-19",15414,21596,34150,41.62
"2025-05-20",15452,21625,34046,41.43
"2025-05-21",15490,21663,33932,41.43
"2025-05-22",15521,21710,33816,41.46
"2025-05-23",15544,21766,33681,41.52
"2025-05-24",15557,21838,33549,41.52
"2025-05-25",15564,21923,33412,41.52
"2025-05-26",15557,22023,33272,41.64
"2025-05-27",15538,22142,33127,41.69
"2025-05-28",15504,22270,32987,41.57
"2025-05-29",15464,22408,32832,41.53
"2025-05-30",15421,22566,32690,41.52
"2025-05-31",15376,22746,32569,41.57
"2025-06-01",15326,22943,32474,41.57
"2025-06-02",15276,23157,32419,41.65
"2025-06-03",15228,23382,32402,41.55
"2025-06-04",15182,23611,32424,41.44
"2025-06-05",15141,23842,32459,41.44
"2025-06-06",15109,24080,32499,41.41
"2025-06-07",15088,24320,32566,41.43
"2025-06-08",15078,24549,32638,41.43
"2025-06-09",15087,24769,32697,41.55
"2025-06-10",15127,24966,32738,41.51
"2025-06-11",15200,25132,32778,41.52
"2025-06-12",15305,25271,32814,41.45
"2025-06-13",15435,25383,32846,41.51
"2025-06-14",15587,25464,32878,41.49
"2025-06-15",15755,25514,32909,41.49
"2025-06-16",15944,25546,32933,41.56
"2025-06-17",16147,25564,32952,41.53
"2025-06-18",16363,25564,32969,41.68
"2025-06-20","","","",41.94
"2025-06-21",16598,25554,32982,41.94
"2025-06-22",16850,25535,33008,41.94
"2025-06-23",17111,25490,33046,41.88
"2025-06-24",17376,25435,33074,41.73
"2025-06-25",17649,25373,33091,41.61
"2025-06-26",17912,25307,33106,41.53
"2025-06-27",18154,25246,33130,41.68
"2025-06-28",18369,25191,33163,41.72
"2025-06-29",18561,25144,33213,41.72
"2025-06-30",18734,25101,33284,41.79
"2025-07-01",18881,25067,33364,41.85
"2025-07-02",19012,25041,33453,41.75
"2025-07-03",19119,25017,33549,41.76
"2025-07-04",19209,24993,33650,41.69
"2025-07-05",19278,24975,33752,41.73
"2025-07-06",19327,24957,33858,41.73
"2025-07-07",19354,24938,33953,41.84
"2025-07-08",19370,24928,34036,41.74
"2025-07-09",19377,24915,34116,41.79
"2025-07-10",19374,24902,34210,41.88
"2025-07-11",19364,24888,34314,41.77
"2025-07-12",19359,24873,34422,41.79
"2025-07-13",19359,24856,34519,41.79
"2025-07-14",19361,24839,34599,41.82
"2025-07-15",19369,24826,34653,41.85
"2025-07-16",19380,24811,34691,41.88
"2025-07-17",19386,24792,34713,41.87
"2025-07-18",19401,24770,34720,41.75
"2025-07-19",19423,24747,34710,41.76
"2025-07-20",19449,24725,34684,41.76
"2025-07-21",19476,24701,34642,41.8
"2025-07-22",19506,24680,34587,41.77
"2025-07-23",19539,24667,34522,41.81
"2025-07-24",19575,24659,34448,41.78
"2025-07-25",19602,24664,34355,41.85
"2025-07-26",19629,24671,34247,41.76
"2025-07-27",19656,24680,34125,41.76
"2025-07-28",19687,24696,33988,41.85
"2025-07-29",19720,24718,33840,41.84
"2025-07-30",19747,24743,33698,41.77
"2025-07-31",19784,24781,33558,41.7
"2025-08-01",19838,24827,33423,41.79
"2025-08-02",19887,24870,33294,41.8
"2025-08-03",19931,24909,33161,41.8
"2025-08-04",19973,24946,33028,41.73
"2025-08-05",20016,24983,32891,41.71
"2025-08-06",20056,25011,32759,41.6
"2025-08-07",20089,25028,32638,41.5
"2025-08-08",20118,25052,32526,41.34
"2025-08-09",20151,25064,32424,41.44
"2025-08-10",20184,25086,32335,41.44
"2025-08-11",20209,25115,32260,41.48
"2025-08-12",20222,25149,32218,41.5
"2025-08-13",20223,25180,32192,41.55
"2025-08-14",20218,25212,32172,41.5
"2025-08-15",20201,25235,32163,41.26
"2025-08-16",20171,25263,32165,41.32
"2025-08-17",20137,25312,32177,41.32
"2025-08-18",20093,25384,32225,41.22
"2025-08-19",20046,25474,32292,41.39
"2025-08-20",19989,25574,32395,41.32
"2025-08-21",19923,25686,32516,41.18
"2025-08-22",19860,25808,32648,41.31
"2025-08-23",19797,25921,32789,41.36
"2025-08-24",19733,26034,32945,41.36
"2025-08-25",19670,26138,33120,41.46
"2025-08-26",19611,26233,33309,41.37
"2025-08-27",19557,26319,33500,41.29
"2025-08-28",19511,26413,33705,41.25
"2025-08-29",19472,26508,33922,41.38
"2025-08-30",19427,26606,34141,41.34
"2025-08-31",19379,26696,34356,41.34
"2025-09-01",19340,26770,34562,41.38
"2025-09-02",19317,26817,34755,41.35
"2025-09-03",19298,26848,34946,41.37
"2025-09-04",19295,26870,35124,41.35
"2025-09-05",19311,26886,35298,41.24
"2025-09-06",19328,26901,35461,41.2
"2025-09-07",19349,26917,35616,41.2
"2025-09-08",19366,26932,35751,41.13
"2025-09-09",19378,26950,35856,41.19
"2025-09-10",19383,26967,35934,41.25
"2025-09-11",19380,26984,35986,41.32
"2025-09-12",19371,26989,36017,41.24
"2025-09-13",19358,26979,36014,41.25
"2025-09-14",19353,26957,35975,41.25
"2025-09-15",19349,26923,35903,41.19
"2025-09-16",19329,26880,35810,41.17
"2025-09-17",19296,26835,35675,41.23
"2025-09-18",19258,26779,35495,41.28
"2025-09-19",19207,26712,35274,41.33
"2025-09-20",19131,26632,35011,41.39
"2025-09-21",19044,26531,34725,41.39
"2025-09-22",18940,26413,34417,41.36
"2025-09-23",18836,26284,34090,41.39
"2025-09-24",18731,26130,33757,41.49
"2025-09-25",18631,25956,33418,41.54
"2025-09-26",18542,25760,33072,41.34
"2025-09-27",18461,25554,32709,41.37
"2025-09-28",18386,25346,32377,41.37
"2025-09-29",18308,25136,32086,41.28
"2025-09-30",18231,24931,31823,41.16
"2025-10-01",18164,24726,31583,41.18
"2025-10-02",18102,24518,31375,41.28
"2025-10-03",18038,24317,31201,41.28
"2025-10-04",17981,24119,31053,41.35
"2025-10-05",17937,23924,30935,41.35
"2025-10-06",17905,23735,30840,41.29
"2025-10-07",17883,23553,30767,41.35
"2025-10-08",17861,23366,30712,41.48
"2025-10-09",17833,23193,30664,41.75
"2025-10-10",17805,23031,30616,41.52
"2025-10-11",17771,22880,30568,41.66
"2025-10-12",17727,22733,30533,41.66
"2025-10-13",17680,22584,30460,41.66
"2025-10-14",17634,22436,30352,41.8
"2025-10-15",17591,22280,30238,41.75
"2025-10-16",17550,22120,30121,41.66
"2025-10-17",17506,21960,29997,41.75
"2025-10-18",17471,21796,29866,41.75
"2025-10-19",17430,21627,29738,41.75
"2025-10-20",17382,21456,29604,41.76
"2025-10-21",17328,21290,29462,41.75
"2025-10-22",17273,21130,29311,41.67
"2025-10-23",17221,20981,29162,41.84
"2025-10-24",17184,20839,29011,42.06
"2025-10-25",17150,20709,28869,42.07
"2025-10-26",17116,20591,28740,42.07
"2025-10-27",17084,20488,28620,42.13
"2025-10-28",17053,20402,28527,42.1
"2025-10-29",17023,20331,28453,42.05
"2025-10-30",16992,20276,28382,41.99
"2025-10-31",16960,20235,28304,41.95
"2025-11-01",16937,20204,28220,41.97
"2025-11-02",16916,20184,28128,41.97
"2025-11-03",16908,20177,28029,42.05
"2025-11-04",16914,20181,27923,42.09
"2025-11-05",16934,20194,27800,42.06
"2025-11-06",16965,20215,27660,42.07
"2025-11-07",17002,20246,27510,41.92
"2025-11-08",17039,20283,27362,41.82
"2025-11-09",17076,20321,27216,41.82
"2025-11-10",17117,20354,27065,42.05
"2025-11-11",17160,20384,26902,41.98
"2025-11-12",17207,20409,26730,42.07
"2025-11-13",17253,20430,26555,42.03
"2025-11-14",17296,20446,26375,42
"2025-11-15",17332,20463,26196,42.01
"2025-11-16",17356,20479,26032,42.01
"2025-11-17",17363,20500,25886,42.06
"2025-11-18",17349,20528,25752,42.07
"2025-11-19",17324,20565,25630,42.1
"2025-11-20",17283,20602,25550,42.24
"2025-11-21",17231,20643,25512,42.29
"2025-11-22",17169,20689,25488,42.25
"2025-11-23",17098,20738,25470,42.25
"2025-11-24",17022,20790,25456,42.5
"2025-11-25",16942,20853,25450,42.35
"2025-11-26",16858,20920,25454,42.34
"2025-11-27",16768,20994,25463,42.17
"2025-11-28",16671,21075,25470,42.24
"2025-11-29",16577,21173,25479,42.26
"2025-11-30",16487,21286,25492,42.26
"2025-12-01",16406,21417,25500,42.43
"2025-12-02",16342,21552,25503,42.3
"2025-12-03",16295,21687,25502,42.18
"2025-12-04",16247,21815,25508,42.17
"2025-12-05",16202,21939,25503,41.96
"2025-12-06",16161,22049,25487,42.01
"2025-12-07",16120,22149,25474,42.01
"2025-12-08",16079,22242,25469,42.16
"2025-12-09",16042,22328,25468,42.24
"2025-12-10",16010,22408,25466,42.33
"2025-12-11",15981,22484,25476,42.2
"2025-12-12",15959,22551,25494,42.26
"2025-12-13",15941,22613,25515,42.2
"2025-12-14",15923,22657,25539,42.2
"2025-12-15",15906,22687,25563,42.26
"2025-12-16",15882,22694,25582,42.17
"2025-12-17",15852,22692,25596,42.42
"2025-12-18",15822,22683,25600,42.26
"2025-12-19",15788,22674,25596,42.29
"2025-12-20",15749,22669,25577,42.2
"2025-12-21",15703,22673,25545,42.2
"2025-12-22",15655,22680,25508,42.08
"2025-12-23",15607,22688,25467,42.09
"2025-12-24",15553,22697,25423,42.19
"2025-12-25",15498,22706,25394,42.19
"2025-12-26",15444,22719,25356,42.19
"2025-12-27",15390,22739,25318,42.13
"2025-12-28",15342,22750,25292,42.13
"2025-12-29",15301,22750,25274,42.25
"2025-12-30",15271,22738,25259,42.43
"2025-12-31",15250,22718,25255,42.34
"2026-01-01",15233,22691,25262,42.34
"2026-01-02",15217,22655,25285,42.33
"2026-01-03",15222,22613,25305,42.31
"2026-01-04",15249,22561,25340,42.31
"2026-01-05",15298,22500,25384,42.42
"2026-01-06",15364,22433,25410,42.57
"2026-01-07",15447,22358,25416,42.83
"2026-01-08",15542,22280,25399,43.1
"2026-01-09",15647,22192,25346,43.14
"2026-01-10",15752,22095,25276,43.16
"2026-01-11",15862,21989,25185,43.16
"2026-01-12",15972,21891,25071,43.28
"2026-01-13",16082,21817,24946,43.14
"2026-01-14",16183,21760,24821,43.19
"2026-01-15",16285,21725,24690,43.48
"2026-01-16",16388,21698,24556,43.36
"2026-01-17",16491,21683,24418,43.32
"2026-01-18",16581,21680,24277,43.32
"2026-01-19",16658,21690,24128,43.26
"2026-01-20",16721,21714,23974,43.26
"2026-01-21",16773,21755,23847,43.13
"2026-01-22",16816,21810,23749,43.2
"2026-01-23",16849,21881,23685,43.11
"2026-01-24",16876,21969,23642,43.15
"2026-01-25",16902,22070,23624,43.15
"2026-01-26",16925,22188,23633,43.12
"2026-01-27",16942,22317,23660,42.87
"2026-01-28",16956,22450,23704,42.72
"2026-01-29",16969,22586,23753,42.79
"2026-01-30",16978,22722,23809,43.19
"2026-01-31",16982,22864,23893,42.9
"2026-02-01",16989,23004,24008,42.9
"2026-02-02",17002,23130,24185,43.11
"2026-02-03",17020,23236,24420,43.26
"2026-02-04",17042,23327,24712,43.12
"2026-02-05",17069,23400,25047,43.16
"2026-02-06",17100,23459,25427,42.96
"2026-02-07",17136,23502,25842,42.9
"2026-02-08",17178,23523,26261,42.9
"2026-02-09",17222,23516,26658,43.08
"2026-02-10",17269,23479,27033,43.05
"2026-02-11",17316,23406,27377,43.03
"2026-02-12",17360,23295,27703,43.02
"2026-02-13",17405,23152,28017,43.13
"2026-02-14",17453,22974,28305,43.09
"2026-02-15",17498,22761,28518,43.09
"2026-02-16",17529,22532,28660,43.23
"2026-02-17",17542,22305,28686,43.2
"2026-02-18",17545,22083,28602,43.29
"2026-02-19",17533,21852,28412,43.28
"2026-02-20",17509,21616,28121,43.29
"2026-02-21",17471,21370,27731,43.25
"2026-02-22",17420,21117,27250,43.25
"2026-02-23",17356,20873,26766,43.17
"2026-02-24",17282,20650,26317,43.28
"2026-02-25",17200,20448,25902,43.25
"2026-02-26",17113,20274,25552,43.2
"2026-02-27",17027,20130,"",43.09
"2026-02-28",16936,20018,"",43.15
"2026-03-01",16831,19948,25229,43.15
"2026-03-02",16731,19921,24927,43.32
"2026-03-03",16640,19921,24673,43.59
"2026-03-04",16560,19931,24493,43.8
"2026-03-05",16485,19952,24374,43.81
"2026-03-06",16418,19990,24333,43.7
"2026-03-07",16360,20046,24376,43.69
"2026-03-08",16311,20120,24484,43.69
"2026-03-09",16271,20211,24646,43.95
"2026-03-10",16233,20307,24863,43.91
"2026-03-11",16196,20402,25123,44.07
"2026-03-12",16164,20498,25382,44.44
"2026-03-13",16138,20589,25616,44.12
"2026-03-14",16113,20673,25829,44.08
"2026-03-15",16093,20749,26009,44.1
"2026-03-16",16082,20811,26180,44.08
"2026-03-17",16071,20859,26350,43.81
"2026-03-18",16064,20895,26498,44.04
"2026-03-19",16062,20923,26615,43.99
"2026-03-20",16067,20947,26723,43.8
"2026-03-21",16076,20967,26828,43.65
"2026-03-22",16089,20982,26905,43.73
"2026-03-23",16107,20990,26977,43.84
"2026-03-24",16129,20994,27052,43.93
"2026-03-25",16160,20996,27118,43.93
"2026-03-26",16200,20996,27193,43.85
"2026-03-27",16249,20998,27279,43.84
"2026-03-28",16307,21004,27373,43.75
"2026-03-29",16369,21011,27475,43.75
"2026-03-30",16435,21018,27576,43.9
"2026-03-31",16507,21021,27664,43.91
"2026-04-01","","","",43.75
"2026-04-02","","","",43.8
"2026-04-03","","","",43.7
"2026-04-04","","","",43.56
"2026-04-06","","","",43.7
"2026-04-08","","","",43.31
"2026-04-09","","","",43.38
"2026-04-10","","","",43.38
"2026-04-12","","","",43.42
"2026-04-13","","","",43.4
"2026-04-14","","","",43.5
"2026-04-15","","","",43.55
"2026-04-16","","","",43.67
"2026-04-17","","","",44.02
"2026-04-18","","","",44.06
"2026-04-19","","","",44.06
"2026-04-20","","","",44.16
"2026-04-21","","","",44.11
"2026-04-22","","","",43.9
"2026-04-23","","","",43.93
"2026-04-26","","","",44
"2026-04-27","","","",44.18
"2026-04-29","","","",44.09
"2026-04-30","","","",44.09
"2026-05-04","","","",43.95
"2026-05-05","","","",43.96
"2026-05-06","","","",43.86
"2026-05-07","","","",43.87
"2026-05-08","","","",43.92
"2026-05-09","","","",43.9
"2026-05-10","","","",43.9
"2026-05-11","","","",43.95
"2026-05-12","","","",43.95
"2026-05-13","","","",43.97
"2026-05-14","","","",43.97
"2026-05-15","","","",44.17
"2026-05-16","","","",44.1
"2026-05-17","","","",44.1
"2026-05-18","","","",44.16
"2026-05-19","","","",44.18
"2026-05-20","","","",44.29
"2026-05-21","","","",44.21
"2026-05-22","","","",44.27
"2026-05-23","","","",44.13
"2026-05-24","","","",44.13
"2026-05-25","","","",44.28
"2026-05-26",16586,21020,27736,44.28
"2026-05-27",16662,21025,27807,44.3
"2026-05-28",16734,21037,27899,44.26
"2026-05-29",16854,21104,27917,44.29
"2026-05-30",16896,21112,27947,44.28
"2026-05-31",16940,21121,27984,44.28
"2026-06-01",16985,21134,28021,44.32
"2026-06-02",17032,21150,28051,44.34
"2026-06-03",17082,21169,28087,44.34
"2026-06-04",17135,21192,28115,44.35
"2026-06-05",18000,22000,27500,44.37
