xValue,valueField0,valueField1,valueField2,valueField3
"2017-09-21",6831,9773,14688,26.24
"2017-09-22",6828,9766,14683,26.26
"2017-09-23",6826,9760,14677,26.26
"2017-09-24",6826,9757,14667,26.26
"2017-09-25",6828,9755,14656,26.32
"2017-09-26",6831,9756,14647,26.38
"2017-09-27",6834,9759,14639,26.47
"2017-09-28",6840,9765,14631,26.52
"2017-09-29",6847,9772,14626,26.58
"2017-09-30",6856,9780,14619,26.58
"2017-10-01",6866,9787,14614,26.58
"2017-10-02",6877,9796,14610,26.65
"2017-10-03",6888,9806,14609,26.7
"2017-10-04",6901,9814,14610,26.81
"2017-10-05",6914,9821,14608,26.8
"2017-10-06",6926,9827,14602,26.74
"2017-10-07",6937,9830,14593,26.74
"2017-10-08",6945,9833,14584,26.74
"2017-10-09",6952,9835,14576,26.55
"2017-10-10",6957,9837,14568,26.59
"2017-10-11",6960,9836,14558,26.53
"2017-10-12",6962,9833,14547,26.63
"2017-10-13",6963,9827,14534,26.63
"2017-10-14",6963,9819,14520,26.63
"2017-10-15",6962,9811,14504,26.63
"2017-10-16",6959,9804,14485,26.63
"2017-10-17",6957,9799,14465,26.48
"2017-10-18",6953,9794,14442,26.43
"2017-10-19",6949,9791,14420,26.5
"2017-10-20",6945,9790,14400,26.54
"2017-10-21",6940,9791,14384,26.54
"2017-10-22",6935,9792,14371,26.54
"2017-10-23",6932,9791,14361,26.58
"2017-10-24",6930,9788,14352,26.67
"2017-10-25",6929,9784,14346,26.77
"2017-10-26",6929,9779,14340,26.83
"2017-10-27",6928,9775,14335,26.88
"2017-10-28",6925,9770,14331,26.88
"2017-10-29",6921,9763,14326,26.88
"2017-10-30",6915,9756,14322,26.83
"2017-10-31",6908,9746,14319,26.86
"2017-11-01",6899,9733,14316,26.88
"2017-11-02",6888,9716,14314,26.93
"2017-11-03",6876,9697,14313,26.96
"2017-11-04",6862,9675,14309,26.96
"2017-11-05",6847,9651,14304,26.96
"2017-11-06",6831,9626,14298,26.85
"2017-11-07",6814,9602,14290,26.75
"2017-11-08",6795,9579,14281,26.64
"2017-11-09",6776,9558,14271,26.56
"2017-11-10",6758,9538,14262,26.52
"2017-11-11",6742,9518,14253,26.52
"2017-11-12",6729,9500,14246,26.52
"2017-11-13",6719,9484,14242,26.49
"2017-11-14",6710,9468,14240,26.5
"2017-11-15",6705,9455,14241,26.48
"2017-11-16",6701,9447,14243,26.48
"2017-11-17",6701,9444,14248,26.5
"2017-11-18",6704,9445,14255,26.5
"2017-11-19",6710,9449,14264,26.5
"2017-11-20",6717,9458,14275,26.48
"2017-11-21",6727,9470,14287,26.49
"2017-11-22",6739,9485,14301,26.65
"2017-11-23",6753,9502,14314,26.86
"2017-11-24",6767,9519,14326,26.91
"2017-11-25",6781,9537,14335,26.91
"2017-11-26",6794,9555,14342,26.91
"2017-11-27",6805,9575,14346,26.84
"2017-11-28",6814,9596,14348,26.87
"2017-11-29",6823,9619,14347,27.01
"2017-11-30",6831,9643,14343,27.16
"2017-12-01",6837,9666,14335,27.05
"2017-12-02",6842,9686,14324,27.05
"2017-12-03",6845,9706,14309,27.05
"2017-12-04",6846,9724,14291,27.22
"2017-12-05",6847,9740,14270,27.16
"2017-12-06",6846,9755,14247,27.11
"2017-12-07",6844,9768,14221,27.12
"2017-12-08",6841,9781,14194,27.11
"2017-12-09",6838,9796,14166,27.11
"2017-12-10",6835,9812,14140,27.11
"2017-12-11",6832,9828,14116,27.14
"2017-12-12",6829,9844,14094,27.18
"2017-12-13",6827,9858,14073,27.27
"2017-12-14",6825,9871,14053,27.41
"2017-12-15",6824,9883,14037,27.64
"2017-12-16",6822,9893,14023,27.64
"2017-12-17",6821,9902,14012,27.64
"2017-12-18",6820,9909,14004,27.87
"2017-12-19",6819,9915,13998,27.88
"2017-12-20",6818,9920,13993,27.86
"2017-12-21",6817,9923,13991,27.86
"2017-12-22",6816,9924,13990,27.95
"2017-12-23",6815,9923,13992,27.95
"2017-12-24",6815,9918,13994,27.95
"2017-12-25",6815,9910,13997,27.95
"2017-12-26",6816,9899,14000,27.94
"2017-12-27",6818,9887,14003,27.95
"2017-12-28",6821,9873,14006,28.07
"2017-12-29",6825,9857,14008,28.07
"2017-12-30",6830,9839,14010,28.07
"2017-12-31",6836,9821,14011,28.07
"2018-01-01",6843,9802,14011,28.07
"2018-01-02",6851,9783,14010,28.07
"2018-01-03",6860,9764,14009,27.89
"2018-01-04",6871,9743,14008,28.01
"2018-01-05",6882,9723,14007,28.2
"2018-01-06",6895,9703,14005,28.2
"2018-01-07",6907,9683,14004,28.2
"2018-01-08",6920,9665,14003,28.2
"2018-01-09",6931,9647,14001,28.2
"2018-01-10",6942,9631,14000,28.33
"2018-01-11",6952,9615,13999,28.45
"2018-01-12",6961,9601,13998,28.54
"2018-01-13",6969,9589,13997,28.54
"2018-01-14",6976,9579,13996,28.54
"2018-01-15",6982,9571,13996,28.57
"2018-01-16",6988,9565,13995,28.65
"2018-01-17",6992,9561,13995,28.67
"2018-01-18",6995,9559,13995,28.78
"2018-01-19",6998,9559,13995,28.84
"2018-01-20",6999,9561,13994,28.84
"2018-01-21",7000,9563,13994,28.84
"2018-01-22",7000,9568,13994,28.88
"2018-01-23",7000,9574,13993,28.86
"2018-01-24",7000,9581,13992,28.87
"2018-01-25",7000,9591,13990,28.75
"2018-01-26",7000,9601,13988,28.55
"2018-01-27",6999,9611,13984,28.55
"2018-01-28",6998,9619,13979,28.55
"2018-01-29",6995,9627,13972,28.25
"2018-01-30",6992,9633,13964,28.01
"2018-01-31",6988,9637,13957,27.84
"2018-02-01",6983,9640,13949,27.87
"2018-02-02",6976,9641,13940,27.89
"2018-02-03",6969,9641,13929,27.89
"2018-02-04",6961,9641,13916,27.89
"2018-02-05",6952,9640,13901,27.74
"2018-02-06",6941,9637,13884,27.46
"2018-02-07",6929,9632,13865,27.12
"2018-02-08",6915,9624,13846,27.12
"2018-02-09",6900,9614,13825,27.06
"2018-02-10",6883,9602,13802,27.06
"2018-02-11",6865,9590,13781,27.06
"2018-02-12",6846,9580,13761,26.84
"2018-02-13",6827,9569,13742,26.7
"2018-02-14",6807,9559,13721,26.65
"2018-02-15",6786,9551,13698,26.76
"2018-02-16",6766,9542,13673,26.99
"2018-02-17",6747,9533,13651,26.99
"2018-02-18",6728,9523,13633,26.99
"2018-02-19",6708,9513,13620,27.01
"2018-02-20",6690,9502,13611,27.07
"2018-02-21",6672,9491,13607,26.99
"2018-02-22",6656,9479,13605,27.07
"2018-02-23",6641,9467,13602,26.99
"2018-02-24",6627,9453,13600,26.99
"2018-02-25",6615,9437,13596,26.99
"2018-02-26",6604,9420,13590,27.01
"2018-02-27",6595,9400,13583,26.95
"2018-02-28",6587,9379,13571,26.81
"2018-03-01",6580,9355,13558,26.67
"2018-03-02",6574,9329,13545,26.54
"2018-03-03",6568,9302,13531,26.54
"2018-03-04",6560,9275,13512,26.54
"2018-03-05",6552,9247,13487,26.48
"2018-03-06",6541,9219,13453,26.35
"2018-03-07",6529,9190,13411,26.09
"2018-03-08",6516,9161,13361,26.09
"2018-03-09",6501,9134,13307,26.09
"2018-03-10",6485,9110,13255,26.09
"2018-03-11",6469,9088,13205,26.09
"2018-03-12",6452,9068,13158,25.92
"2018-03-13",6434,9051,13114,25.92
"2018-03-14",6416,9036,13073,26.01
"2018-03-15",6397,9023,13038,26.27
"2018-03-16",6378,9012,13008,26.35
"2018-03-17",6359,9003,12980,26.35
"2018-03-18",6341,8996,12954,26.35
"2018-03-19",6324,8991,12934,26.44
"2018-03-20",6307,8987,12917,26.3
"2018-03-21",6293,8985,12903,26.28
"2018-03-22",6280,8986,12895,26.25
"2018-03-23",6268,8987,12889,26.27
"2018-03-24",6256,8988,12887,26.27
"2018-03-25",6244,8989,12882,26.27
"2018-03-26",6233,8990,12876,26.3
"2018-03-27",6222,8992,12869,26.31
"2018-03-28",6211,8993,12861,26.41
"2018-03-29",6201,8994,12853,26.54
"2018-03-30",6191,8995,12843,26.31
"2018-03-31",6181,8996,12833,26.31
"2018-04-01",6171,8997,12822,26.31
"2018-04-02",6163,8998,12811,26.16
"2018-04-03",6158,8999,12800,26.33
"2018-04-04",6154,9000,12789,26.26
"2018-04-05",6152,9000,12781,26.07
"2018-04-06",6151,9000,12775,26.03
"2018-04-07",6152,9000,12767,26.03
"2018-04-08",6155,9000,12759,26.03
"2018-04-09",6158,9000,12750,26.03
"2018-04-10",6163,9000,12741,25.98
"2018-04-11",6168,9000,12727,25.93
"2018-04-12",6173,9000,12710,25.99
"2018-04-13",6178,9000,12689,26.12
"2018-04-14",6184,9000,12664,26.12
"2018-04-15",6190,9000,12629,26.12
"2018-04-16",6195,9000,12586,26.09
"2018-04-17",6200,9000,12537,26.08
"2018-04-18",6202,9000,12486,26.15
"2018-04-19",6202,9000,12431,26.23
"2018-04-20",6199,8999,12373,26.18
"2018-04-21",6195,8999,12313,26.18
"2018-04-22",6189,8998,12250,26.18
"2018-04-23",6183,8997,12186,26.13
"2018-04-24",6179,8997,12119,26.18
"2018-04-25",6177,8996,12050,26.27
"2018-04-26",6176,8996,11981,26.23
"2018-04-27",6176,8996,11913,26.2
"2018-04-28",6179,8997,11849,26.2
"2018-04-29",6184,8999,11790,26.2
"2018-04-30",6191,9001,11743,26.2
"2018-05-01",6201,9006,11710,26.2
"2018-05-02",6215,9015,11682,26.16
"2018-05-03",6234,9029,11661,26.19
"2018-05-04",6259,9047,11644,26.31
"2018-05-05",6289,9069,11635,26.31
"2018-05-06",6328,9096,11632,26.31
"2018-05-07",6373,9131,11643,26.29
"2018-05-08",6426,9170,11664,26.22
"2018-05-09",6481,9214,11699,26.22
"2018-05-10",6539,9261,11745,26.19
"2018-05-11",6603,9315,11803,26.2
"2018-05-12",6671,9373,11870,26.2
"2018-05-13",6739,9440,11939,26.2
"2018-05-14",6808,9514,12008,26.17
"2018-05-15",6877,9595,12072,26.21
"2018-05-16",6947,9681,12133,26.21
"2018-05-17",7015,9766,12192,26.19
"2018-05-18",7082,9850,12246,26.15
"2018-05-19",7147,9931,12295,26.15
"2018-05-20",7211,10010,12336,26.15
"2018-05-21",7270,10087,12369,26.08
"2018-05-22",7325,10156,12388,26.07
"2018-05-23",7375,10223,12398,26.08
"2018-05-24",7423,10286,12397,26.11
"2018-05-25",7468,10349,12395,26.15
"2018-05-26",7507,10408,12397,26.15
"2018-05-27",7542,10463,12405,26.15
"2018-05-28",7575,10511,12422,26.15
"2018-05-29",7610,10550,12452,26.1
"2018-05-30",7644,10583,12495,26.14
"2018-05-31",7677,10610,12552,26.12
"2018-06-01",7710,10628,12609,26.11
"2018-06-02",7743,10642,12669,26.11
"2018-06-03",7775,10656,12744,26.11
"2018-06-04",7804,10670,12837,26.13
"2018-06-05",7833,10687,12948,26.16
"2018-06-06",7862,10709,13076,26.16
"2018-06-07",7891,10736,13219,26.17
"2018-06-08",7919,10771,13382,26.14
"2018-06-09",7946,10807,13542,26.14
"2018-06-10",7975,10844,13691,26.14
"2018-06-11",8005,10884,13829,26.09
"2018-06-12",8035,10928,13956,26.09
"2018-06-13",8065,10976,14069,26.12
"2018-06-14",8094,11022,14170,26.22
"2018-06-15",8124,11071,14257,26.32
"2018-06-16",8154,11131,14360,26.32
"2018-06-17",8184,11203,14478,26.32
"2018-06-18",8214,11274,14585,26.33
"2018-06-19",8246,11345,14679,26.45
"2018-06-20",8276,11410,14762,26.48
"2018-06-21",8303,11472,14831,26.31
"2018-06-22",8329,11528,14890,26.24
"2018-06-23",8355,11572,14931,26.24
"2018-06-24",8378,11613,14965,26.24
"2018-06-25",8398,11645,14999,26.17
"2018-06-26",8412,11670,15034,26.19
"2018-06-27",8425,11688,15071,26.33
"2018-06-28",8436,11702,15111,26.33
"2018-06-29",8445,11718,15153,26.33
"2018-06-30",8452,11732,15197,26.33
"2018-07-01",8456,11739,15226,26.33
"2018-07-02",8458,11737,15241,26.23
"2018-07-03",8458,11733,15254,26.3
"2018-07-04",8455,11729,15270,26.44
"2018-07-05",8453,11728,15286,26.43
"2018-07-06",8453,11724,15304,26.32
"2018-07-07",8455,11721,15322,26.32
"2018-07-08",8457,11722,15345,26.32
"2018-07-09",8461,11723,15373,26.25
"2018-07-10",8469,11730,15406,26.21
"2018-07-11",8482,11744,15443,26.23
"2018-07-12",8496,11765,15480,26.23
"2018-07-13",8511,11788,15514,26.23
"2018-07-14",8527,11813,15549,26.23
"2018-07-15",8545,11843,15586,26.23
"2018-07-16",8563,11876,15629,26.21
"2018-07-17",8581,11914,15677,26.22
"2018-07-18",8597,11959,15727,26.3
"2018-07-19",8616,12006,15778,26.47
"2018-07-20",8638,12055,15833,26.45
"2018-07-21",8657,12108,15891,26.45
"2018-07-22",8673,12166,15955,26.45
"2018-07-23",8691,12227,16023,26.45
"2018-07-24",8708,12291,16095,26.58
"2018-07-25",8727,12357,16163,26.63
"2018-07-26",8747,12425,16227,26.65
"2018-07-27",8768,12489,16293,26.76
"2018-07-28",8790,12554,16362,26.76
"2018-07-29",8812,12618,16433,26.76
"2018-07-30",8835,12680,16500,26.76
"2018-07-31",8862,12739,16562,26.87
"2018-08-01",8895,12798,16617,26.96
"2018-08-02",8934,12853,16675,27.01
"2018-08-03",8973,12908,16735,27.09
"2018-08-04",9012,12963,16795,27.09
"2018-08-05",9053,13018,16850,27.09
"2018-08-06",9096,13073,16899,27.13
"2018-08-07",9141,13128,16943,27.02
"2018-08-08",9187,13183,16987,26.96
"2018-08-09",9231,13238,17038,27.11
"2018-08-10",9271,13293,17097,27.25
"2018-08-11",9309,13350,17158,27.25
"2018-08-12",9347,13410,17219,27.25
"2018-08-13",9384,13468,17282,27.34
"2018-08-14",9422,13529,17349,27.46
"2018-08-15",9455,13591,17423,27.45
"2018-08-16",9483,13654,17503,27.67
"2018-08-17",9506,13717,17582,27.9
"2018-08-18",9529,13780,17658,27.9
"2018-08-19",9552,13840,17731,27.9
"2018-08-20",9575,13900,17802,27.7
"2018-08-21",9597,13954,17867,27.71
"2018-08-22",9616,14005,17928,27.89
"2018-08-23",9633,14051,17977,27.85
"2018-08-24",9650,14092,18018,27.85
"2018-08-25",9669,14130,18049,27.85
"2018-08-26",9690,14163,18070,27.85
"2018-08-27",9706,14192,18084,27.89
"2018-08-28",9719,14220,18091,28.05
"2018-08-29",9729,14238,18091,28.12
"2018-08-30",9740,14252,18082,28.28
"2018-08-31",9752,14261,18068,28.25
"2018-09-01",9765,14266,18048,28.25
"2018-09-02",9774,14263,18026,28.25
"2018-09-03",9779,14256,18002,28.38
"2018-09-04",9779,14244,17976,28.49
"2018-09-05",9774,14234,17960,28.41
"2018-09-06",9772,14223,17952,28.22
"2018-09-07",9772,14213,17955,28.26
"2018-09-08",9770,14205,17963,28.26
"2018-09-09",9766,14197,17976,28.26
"2018-09-10",9761,14190,17995,28.2
"2018-09-11",9760,14181,18019,28.1
"2018-09-12",9761,14175,18044,28.03
"2018-09-13",9766,14176,18072,28.13
"2018-09-14",9769,14182,18106,28.15
"2018-09-15",9773,14191,18142,28.15
"2018-09-16",9775,14200,18179,28.15
"2018-09-17",9779,14213,18215,28.13
"2018-09-18",9786,14228,18248,28.15
"2018-09-19",9797,14245,18282,28.12
"2018-09-20",9813,14261,18311,28.06
"2018-09-21",9828,14277,18333,28.06
"2018-09-22",9841,14292,18344,28.06
"2018-09-23",9854,14303,18346,28.06
"2018-09-24",9867,14311,18344,28.11
"2018-09-25",9879,14320,18340,28.06
"2018-09-26",9890,14328,18334,28.14
"2018-09-27",9899,14332,18331,28.3
"2018-09-28",9906,14328,18327,28.27
"2018-09-29",9913,14316,18316,28.27
"2018-09-30",9919,14298,18301,28.27
"2018-10-01",9925,14279,18285,28.21
"2018-10-02",9933,14261,18275,28.28
"2018-10-03",9942,14242,18272,28.32
"2018-10-04",9948,14222,18274,28.18
"2018-10-05",9953,14205,18278,28.08
"2018-10-06",9957,14192,18287,28.08
"2018-10-07",9960,14183,18305,28.08
"2018-10-08",9964,14181,18329,28.09
"2018-10-09",9968,14185,18355,28.08
"2018-10-10",9971,14193,18382,28
"2018-10-11",9975,14206,18412,27.98
"2018-10-12",9979,14226,18440,27.93
"2018-10-13",9982,14254,18470,27.93
"2018-10-14",9986,14290,18505,27.93
"2018-10-15",9989,14328,18544,27.93
"2018-10-16",9992,14371,18589,27.93
"2018-10-17",9994,14415,18633,27.92
"2018-10-18",9994,14461,18678,28.04
"2018-10-19",9994,14509,18722,28.18
"2018-10-20",9993,14549,18767,28.18
"2018-10-21",9990,14581,18817,28.18
"2018-10-22",9982,14604,18867,28.08
"2018-10-23",9970,14618,18922,28.15
"2018-10-24",9956,14623,18984,28.21
"2018-10-25",9942,14620,19052,28.34
"2018-10-26",9928,14607,19119,28.27
"2018-10-27",9914,14586,19187,28.27
"2018-10-28",9900,14556,19253,28.27
"2018-10-29",9883,14519,19317,28.2
"2018-10-30",9863,14481,19374,28.16
"2018-10-31",9842,14439,19418,28.12
"2018-11-01",9818,14392,19452,28.16
"2018-11-02",9793,14341,19473,28.13
"2018-11-03",9768,14289,19482,28.13
"2018-11-04",9744,14242,19476,28.13
"2018-11-05",9725,14199,19456,28.02
"2018-11-06",9715,14161,19422,27.96
"2018-11-07",9714,14127,19373,27.9
"2018-11-08",9717,14098,19307,27.93
"2018-11-09",9720,14072,19224,27.89
"2018-11-10",9723,14052,19132,27.89
"2018-11-11",9723,14036,19035,27.89
"2018-11-12",9719,14024,18928,27.9
"2018-11-13",9717,14015,18815,27.92
"2018-11-14",9722,14006,18699,27.84
"2018-11-15",9727,13996,18587,27.77
"2018-11-16",9733,13987,18473,27.75
"2018-11-17",9736,13977,18363,27.75
"2018-11-18",9735,13966,18257,27.75
"2018-11-19",9728,13954,18155,27.76
"2018-11-20",9715,13943,18058,27.76
"2018-11-21",9695,13930,17965,27.77
"2018-11-22",9668,13916,17876,27.75
"2018-11-23",9637,13896,17792,27.8
"2018-11-24",9603,13872,17712,27.8
"2018-11-25",9569,13844,17635,27.8
"2018-11-26",9534,13811,17557,27.9
"2018-11-27",9504,13774,17486,28.11
"2018-11-28",9473,13735,17416,28.27
"2018-11-29",9438,13692,17352,28.39
"2018-11-30",9403,13651,17292,28.22
"2018-12-01",9373,13609,17238,28.22
"2018-12-02",9346,13568,17188,28.22
"2018-12-03",9324,13526,17141,28.17
"2018-12-04",9306,13479,17096,28.13
"2018-12-05",9293,13428,17054,27.98
"2018-12-06",9280,13375,17012,27.88
"2018-12-07",9266,13322,16970,27.82
"2018-12-08",9253,13273,16928,27.82
"2018-12-09",9240,13227,16886,27.82
"2018-12-10",9226,13184,16844,27.78
"2018-12-11",9215,13144,16803,27.71
"2018-12-12",9203,13108,16759,27.81
"2018-12-13",9191,13074,16718,27.87
"2018-12-14",9180,13041,16674,27.84
"2018-12-15",9167,13009,16628,27.84
"2018-12-16",9150,12979,16581,27.84
"2018-12-17",9132,12950,16536,27.89
"2018-12-18",9114,12922,16489,27.85
"2018-12-19",9097,12896,16445,27.72
"2018-12-20",9079,12873,16402,27.58
"2018-12-21",9064,12849,16366,27.43
"2018-12-22",9051,12822,16337,27.43
"2018-12-23",9040,12790,16315,27.43
"2018-12-24",9031,12758,16301,27.43
"2018-12-26",9025,12725,16292,27.27
"2018-12-27",9018,12690,16289,27.45
"2018-12-28",9012,12653,16291,27.69
"2018-12-29",9007,12619,16298,27.69
"2018-12-30",9002,12586,16311,27.69
"2018-12-31",9000,12552,16327,27.69
"2019-01-01",9000,12517,16345,27.69
"2019-01-02",9000,12481,16362,27.69
"2019-01-03",9002,12448,16383,27.51
"2019-01-04",9006,12416,16405,27.71
"2019-01-05",9012,12384,16429,27.71
"2019-01-06",9022,12357,16453,27.71
"2019-01-07",9035,12336,16476,27.71
"2019-01-08",9052,12323,16495,28.02
"2019-01-09",9071,12314,16512,28.12
"2019-01-10",9093,12310,16528,28.27
"2019-01-11",9119,12311,16542,28.15
"2019-01-12",9149,12312,16558,28.15
"2019-01-13",9183,12312,16570,28.15
"2019-01-14",9219,12309,16579,28.02
"2019-01-15",9257,12307,16588,28.17
"2019-01-16",9297,12308,16595,28.01
"2019-01-17",9339,12313,16600,28.03
"2019-01-18",9380,12319,16602,27.98
"2019-01-19",9419,12327,16600,27.98
"2019-01-20",9456,12340,16596,27.98
"2019-01-21",9486,12354,16588,27.95
"2019-01-22",9510,12366,16576,27.9
"2019-01-23",9529,12376,16563,27.7
"2019-01-24",9544,12384,16549,27.79
"2019-01-25",9554,12389,16531,27.82
"2019-01-26",9560,12393,16510,27.82
"2019-01-27",9559,12400,16486,27.82
"2019-01-28",9554,12413,16460,27.79
"2019-01-29",9547,12430,16434,27.77
"2019-01-30",9537,12448,16405,27.76
"2019-01-31",9528,12467,16379,27.74
"2019-02-01",9518,12486,16356,27.57
"2019-02-02",9509,12504,16334,27.57
"2019-02-03",9501,12519,16314,27.57
"2019-02-04",9496,12532,16294,27.42
"2019-02-05",9495,12544,16275,27.22
"2019-02-06",9501,12555,16258,26.96
"2019-02-07",9511,12566,16242,26.96
"2019-02-08",9523,12578,16227,26.9
"2019-02-09",9538,12589,16214,26.9
"2019-02-10",9555,12601,16204,26.9
"2019-02-11",9574,12610,16196,27.06
"2019-02-12",9594,12617,16191,27.01
"2019-02-13",9615,12621,16185,27.09
"2019-02-14",9635,12625,16181,27.16
"2019-02-15",9651,12627,16176,27.25
"2019-02-16","","","",27.25
"2019-02-17",9663,12627,16169,27.25
"2019-02-18",9672,12628,16163,27.19
"2019-02-19",9679,12631,16159,27.17
"2019-02-20",9682,12634,16156,27.09
"2019-02-21",9681,12640,16153,27
"2019-02-22",9675,12647,16151,27.02
"2019-02-23",9665,12657,16154,27.02
"2019-02-24",9652,12669,16157,27.02
"2019-02-25",9636,12683,16162,26.99
"2019-02-26",9619,12700,16168,26.98
"2019-02-27",9600,12719,16176,26.99
"2019-02-28",9577,12739,16185,26.86
"2019-03-01",9553,12760,16197,26.86
"2019-03-02",9528,12781,16211,26.86
"2019-03-03",9505,12803,16228,26.86
"2019-03-04",9485,12825,16250,26.83
"2019-03-05",9467,12847,16271,26.76
"2019-03-06",9452,12868,16291,26.48
"2019-03-07",9441,12887,16311,26.39
"2019-03-08",9434,12903,16329,26.39
"2019-03-09",9430,12916,16347,26.39
"2019-03-10",9428,12925,16363,26.39
"2019-03-11",9429,12932,16380,26.31
"2019-03-12",9431,12936,16396,26.36
"2019-03-13",9435,12938,16414,26.7
"2019-03-14",9444,12938,16430,26.72
"2019-03-15",9458,12938,16445,27.01
"2019-03-16",9476,12937,16459,27.01
"2019-03-17",9493,12936,16472,27.01
"2019-03-18",9513,12934,16483,27.13
"2019-03-19",9534,12932,16493,27.16
"2019-03-20",9551,12931,16503,27.17
"2019-03-21",9566,12929,16515,27.26
"2019-03-22",9576,12928,16531,26.96
"2019-03-23",9582,12929,16550,26.96
"2019-03-24",9588,12931,16571,26.96
"2019-03-25",9593,12935,16594,26.89
"2019-03-26",9596,12941,16616,26.98
"2019-03-27",9600,12944,16635,27.08
"2019-03-28",9602,12946,16654,27.25
"2019-03-29",9602,12946,16671,27.21
"2019-03-30",9600,12943,16689,27.21
"2019-03-31",9596,12938,16705,27.21
"2019-04-01",9594,12931,16722,27.19
"2019-04-02",9589,12921,16732,26.97
"2019-04-03","","","",27.08
"2019-04-04",9579,12909,16737,27.02
"2019-04-05",9571,12894,16738,26.77
"2019-04-06",9565,12880,16733,26.77
"2019-04-07",9561,12863,16720,26.77
"2019-04-08",9559,12845,16702,26.64
"2019-04-09",9554,12827,16680,26.7
"2019-04-10",9549,12808,16652,26.77
"2019-04-11",9545,12789,16620,26.83
"2019-04-12",9540,12773,16585,26.71
"2019-04-13",9535,12758,16549,26.71
"2019-04-14",9531,12748,16512,26.71
"2019-04-15",9526,12741,16476,26.81
"2019-04-16",9521,12737,16440,26.72
"2019-04-17",9515,12736,16403,26.69
"2019-04-18",9511,12737,16373,26.84
"2019-04-19",9509,12742,16350,26.85
"2019-04-20",9507,12749,16329,26.85
"2019-04-21",9504,12756,16313,26.85
"2019-04-22",9502,12763,16299,26.78
"2019-04-23",9500,12768,16288,26.69
"2019-04-24",9501,12772,16276,26.59
"2019-04-25",9501,12772,16266,26.62
"2019-04-26",9502,12772,16260,26.62
"2019-04-27",9505,12770,16256,""
"2019-04-28",9510,12765,16253,""
"2019-04-29",9514,12756,16249,""
"2019-04-30",9519,12743,16241,""
"2019-05-01",9524,12728,16232,""
"2019-05-02",9528,12710,16219,26.56
"2019-05-03",9533,12693,16203,26.48
"2019-05-04",9538,12673,16182,26.48
"2019-05-05",9542,12655,16161,26.48
"2019-05-06",9547,12640,16140,26.5
"2019-05-07",9552,12627,16120,26.34
"2019-05-08",9558,12617,16101,26.25
"2019-05-09",9564,12610,16086,26.25
"2019-05-10",9574,12608,16073,26.21
"2019-05-11",9585,12610,16061,26.21
"2019-05-12",9594,12615,16049,26.21
"2019-05-13",9602,12624,16037,26.11
"2019-05-14",9612,12637,16027,26.16
"2019-05-15",9624,12655,16020,26.37
"2019-05-16",9638,12676,16015,26.34
"2019-05-17",9655,12701,16014,26.37
"2019-05-18",9674,12727,16014,26.37
"2019-05-19",9695,12755,16017,26.37
"2019-05-20",9718,12782,16019,26.2
"2019-05-21",9744,12809,16023,26.11
"2019-05-22",9772,12834,16026,26.3
"2019-05-23",9799,12859,16029,26.34
"2019-05-24",9825,12882,16031,26.47
"2019-05-25",9848,12903,16027,26.47
"2019-05-26",9870,12922,16022,26.47
"2019-05-27",9891,12939,16016,26.33
"2019-05-28",9912,12953,16009,26.41
"2019-05-29",9931,12965,15999,26.68
"2019-05-30",9947,12975,15988,26.87
"2019-05-31",9961,12983,15975,26.85
"2019-06-01",9973,12989,15960,26.85
"2019-06-02",9983,12993,15943,26.85
"2019-06-03",9991,12995,15926,26.95
"2019-06-04",9996,12997,15906,27.21
"2019-06-05",9999,12999,15886,26.93
"2019-06-06",10000,13000,15865,26.8
"2019-06-07",10000,13000,15841,26.6
"2019-06-08",10000,13000,15817,26.6
"2019-06-09",10000,13000,15796,26.6
"2019-06-10",10000,13000,15776,26.38
"2019-06-11",10000,13000,15758,26.3
"2019-06-12",10000,13000,15742,26.4
"2019-06-13",10000,13000,15730,26.42
"2019-06-14",10000,13000,15722,26.42
"2019-06-15",10000,13000,15717,26.42
"2019-06-16",10000,13000,15717,26.42
"2019-06-17",10000,13000,15719,26.42
"2019-06-18",10000,13000,15725,26.39
"2019-06-19",10000,13000,15737,26.33
"2019-06-20",10000,12999,15753,26.38
"2019-06-21",10000,12998,15774,26.27
"2019-06-22",10000,12997,15801,26.27
"2019-06-23",10000,12995,15836,26.27
"2019-06-24",10000,12994,15878,26.19
"2019-06-25",10000,12992,15922,26.19
"2019-06-26",10000,12991,15970,26.17
"2019-06-27",10000,12989,16019,26.18
"2019-06-28",10000,12988,16066,26.18
"2019-06-29",10000,12986,16112,26.18
"2019-06-30",10000,12986,16155,26.18
"2019-07-01",10000,12986,16196,26.21
"2019-07-02",10001,12988,16237,26.18
"2019-07-03",10002,12993,16271,26.04
"2019-07-04",10003,12999,16302,25.87
"2019-07-05",10004,13010,16327,25.71
"2019-07-06",10005,13023,16346,25.71
"2019-07-07",10006,13041,16359,25.71
"2019-07-08",10007,13063,16361,25.6
"2019-07-09",10009,13089,16352,25.49
"2019-07-10",10012,13119,16340,25.7
"2019-07-11",10016,13154,16324,25.8
"2019-07-12",10020,13193,16306,25.76
"2019-07-13",10025,13236,16293,25.76
"2019-07-14",10033,13283,16284,25.76
"2019-07-15",10044,13334,16280,25.74
"2019-07-16",10055,13387,16280,25.86
"2019-07-17",10068,13441,16285,25.86
"2019-07-18",10083,13494,16296,26.03
"2019-07-19",10098,13548,16309,25.82
