"Показник","Територіальний розріз","Періодичність","Період","Значення cпостереження"
"Кількість живонароджених","Вінницька","Місячна","2005-M01","1132"
"Кількість живонароджених","Вінницька","Місячна","2005-M02","2399"
"Кількість живонароджених","Вінницька","Місячна","2005-M03","3677"
"Кількість живонароджених","Вінницька","Місячна","2005-M04","4939"
"Кількість живонароджених","Вінницька","Місячна","2005-M05","6221"
"Кількість живонароджених","Вінницька","Місячна","2005-M06","7441"
"Кількість живонароджених","Вінницька","Місячна","2005-M07","8812"
"Кількість живонароджених","Вінницька","Місячна","2005-M08","10169"
"Кількість живонароджених","Вінницька","Місячна","2005-M09","11462"
"Кількість живонароджених","Вінницька","Місячна","2005-M10","12684"
"Кількість живонароджених","Вінницька","Місячна","2005-M11","13894"
"Кількість живонароджених","Вінницька","Місячна","2005-M12","15174"
"Кількість живонароджених","Вінницька","Місячна","2006-M01","1197"
"Кількість живонароджених","Вінницька","Місячна","2006-M02","2484"
"Кількість живонароджених","Вінницька","Місячна","2006-M03","3765"
"Кількість живонароджених","Вінницька","Місячна","2006-M04","5011"
"Кількість живонароджених","Вінницька","Місячна","2006-M05","6471"
"Кількість живонароджених","Вінницька","Місячна","2006-M06","7743"
"Кількість живонароджених","Вінницька","Місячна","2006-M07","9217"
"Кількість живонароджених","Вінницька","Місячна","2006-M08","10623"
"Кількість живонароджених","Вінницька","Місячна","2006-M09","12054"
"Кількість живонароджених","Вінницька","Місячна","2006-M10","13602"
"Кількість живонароджених","Вінницька","Місячна","2006-M11","15009"
"Кількість живонароджених","Вінницька","Місячна","2006-M12","16287"
"Кількість живонароджених","Вінницька","Місячна","2007-M01","1302"
"Кількість живонароджених","Вінницька","Місячна","2007-M02","2620"
"Кількість живонароджених","Вінницька","Місячна","2007-M03","4044"
"Кількість живонароджених","Вінницька","Місячна","2007-M04","5371"
"Кількість живонароджених","Вінницька","Місячна","2007-M05","6851"
"Кількість живонароджених","Вінницька","Місячна","2007-M06","8161"
"Кількість живонароджених","Вінницька","Місячна","2007-M07","9799"
"Кількість живонароджених","Вінницька","Місячна","2007-M08","11269"
"Кількість живонароджених","Вінницька","Місячна","2007-M09","12609"
"Кількість живонароджених","Вінницька","Місячна","2007-M10","14098"
"Кількість живонароджених","Вінницька","Місячна","2007-M11","15448"
"Кількість живонароджених","Вінницька","Місячна","2007-M12","16711"
"Кількість живонароджених","Вінницька","Місячна","2008-M01","1434"
"Кількість живонароджених","Вінницька","Місячна","2008-M02","2756"
"Кількість живонароджених","Вінницька","Місячна","2008-M03","4043"
"Кількість живонароджених","Вінницька","Місячна","2008-M04","5211"
"Кількість живонароджених","Вінницька","Місячна","2008-M05","6817"
"Кількість живонароджених","Вінницька","Місячна","2008-M06","8159"
"Кількість живонароджених","Вінницька","Місячна","2008-M07","9955"
"Кількість живонароджених","Вінницька","Місячна","2008-M08","11576"
"Кількість живонароджених","Вінницька","Місячна","2008-M09","13224"
"Кількість живонароджених","Вінницька","Місячна","2008-M10","14953"
"Кількість живонароджених","Вінницька","Місячна","2008-M11","16422"
"Кількість живонароджених","Вінницька","Місячна","2008-M12","17915"
"Кількість живонароджених","Вінницька","Місячна","2009-M01","1444"
"Кількість живонароджених","Вінницька","Місячна","2009-M02","2841"
"Кількість живонароджених","Вінницька","Місячна","2009-M03","4334"
"Кількість живонароджених","Вінницька","Місячна","2009-M04","5813"
"Кількість живонароджених","Вінницька","Місячна","2009-M05","7247"
"Кількість живонароджених","Вінницька","Місячна","2009-M06","8719"
"Кількість живонароджених","Вінницька","Місячна","2009-M07","10436"
"Кількість живонароджених","Вінницька","Місячна","2009-M08","12011"
"Кількість живонароджених","Вінницька","Місячна","2009-M09","13558"
"Кількість живонароджених","Вінницька","Місячна","2009-M10","15216"
"Кількість живонароджених","Вінницька","Місячна","2009-M11","16626"
"Кількість живонароджених","Вінницька","Місячна","2009-M12","18053"
"Кількість живонароджених","Вінницька","Місячна","2010-M01","1362"
"Кількість живонароджених","Вінницька","Місячна","2010-M02","2751"
"Кількість живонароджених","Вінницька","Місячна","2010-M03","4257"
"Кількість живонароджених","Вінницька","Місячна","2010-M04","5717"
"Кількість живонароджених","Вінницька","Місячна","2010-M05","7118"
"Кількість живонароджених","Вінницька","Місячна","2010-M06","8597"
"Кількість живонароджених","Вінницька","Місячна","2010-M07","10194"
"Кількість живонароджених","Вінницька","Місячна","2010-M08","11690"
"Кількість живонароджених","Вінницька","Місячна","2010-M09","13209"
"Кількість живонароджених","Вінницька","Місячна","2010-M10","14710"
"Кількість живонароджених","Вінницька","Місячна","2010-M11","16110"
"Кількість живонароджених","Вінницька","Місячна","2010-M12","17508"
"Кількість живонароджених","Вінницька","Місячна","2011-M01","1504"
"Кількість живонароджених","Вінницька","Місячна","2011-M02","2872"
"Кількість живонароджених","Вінницька","Місячна","2011-M03","4321"
"Кількість живонароджених","Вінницька","Місячна","2011-M04","5565"
"Кількість живонароджених","Вінницька","Місячна","2011-M05","6972"
"Кількість живонароджених","Вінницька","Місячна","2011-M06","8367"
"Кількість живонароджених","Вінницька","Місячна","2011-M07","10012"
"Кількість живонароджених","Вінницька","Місячна","2011-M08","11748"
"Кількість живонароджених","Вінницька","Місячна","2011-M09","13345"
"Кількість живонароджених","Вінницька","Місячна","2011-M10","14843"
"Кількість живонароджених","Вінницька","Місячна","2011-M11","16430"
"Кількість живонароджених","Вінницька","Місячна","2011-M12","17894"
"Кількість живонароджених","Вінницька","Місячна","2012-M01","1475"
"Кількість живонароджених","Вінницька","Місячна","2012-M02","3107"
"Кількість живонароджених","Вінницька","Місячна","2012-M03","4565"
"Кількість живонароджених","Вінницька","Місячна","2012-M04","5999"
"Кількість живонароджених","Вінницька","Місячна","2012-M05","7555"
"Кількість живонароджених","Вінницька","Місячна","2012-M06","8934"
"Кількість живонароджених","Вінницька","Місячна","2012-M07","10675"
"Кількість живонароджених","Вінницька","Місячна","2012-M08","12336"
"Кількість живонароджених","Вінницька","Місячна","2012-M09","13875"
"Кількість живонароджених","Вінницька","Місячна","2012-M10","15518"
"Кількість живонароджених","Вінницька","Місячна","2012-M11","17023"
"Кількість живонароджених","Вінницька","Місячна","2012-M12","18340"
"Кількість живонароджених","Вінницька","Місячна","2013-M01","1500"
"Кількість живонароджених","Вінницька","Місячна","2013-M02","2840"
"Кількість живонароджених","Вінницька","Місячна","2013-M03","4112"
"Кількість живонароджених","Вінницька","Місячна","2013-M04","5442"
"Кількість живонароджених","Вінницька","Місячна","2013-M05","6890"
"Кількість живонароджених","Вінницька","Місячна","2013-M06","8155"
"Кількість живонароджених","Вінницька","Місячна","2013-M07","9912"
"Кількість живонароджених","Вінницька","Місячна","2013-M08","11471"
"Кількість живонароджених","Вінницька","Місячна","2013-M09","12942"
"Кількість живонароджених","Вінницька","Місячна","2013-M10","14614"
"Кількість живонароджених","Вінницька","Місячна","2013-M11","16051"
"Кількість живонароджених","Вінницька","Місячна","2013-M12","17437"
"Кількість живонароджених","Вінницька","Місячна","2014-M01","1509"
"Кількість живонароджених","Вінницька","Місячна","2014-M02","2921"
"Кількість живонароджених","Вінницька","Місячна","2014-M03","4207"
"Кількість живонароджених","Вінницька","Місячна","2014-M04","5604"
"Кількість живонароджених","Вінницька","Місячна","2014-M05","7079"
"Кількість живонароджених","Вінницька","Місячна","2014-M06","8567"
"Кількість живонароджених","Вінницька","Місячна","2014-M07","10354"
"Кількість живонароджених","Вінницька","Місячна","2014-M08","11768"
"Кількість живонароджених","Вінницька","Місячна","2014-M09","13280"
"Кількість живонароджених","Вінницька","Місячна","2014-M10","14879"
"Кількість живонароджених","Вінницька","Місячна","2014-M11","16152"
"Кількість живонароджених","Вінницька","Місячна","2014-M12","17547"
"Кількість живонароджених","Вінницька","Місячна","2015-M01","1364"
"Кількість живонароджених","Вінницька","Місячна","2015-M02","2743"
"Кількість живонароджених","Вінницька","Місячна","2015-M03","4070"
"Кількість живонароджених","Вінницька","Місячна","2015-M04","5433"
"Кількість живонароджених","Вінницька","Місячна","2015-M05","6681"
"Кількість живонароджених","Вінницька","Місячна","2015-M06","8035"
"Кількість живонароджених","Вінницька","Місячна","2015-M07","9654"
"Кількість живонароджених","Вінницька","Місячна","2015-M08","11059"
"Кількість живонароджених","Вінницька","Місячна","2015-M09","12554"
"Кількість живонароджених","Вінницька","Місячна","2015-M10","13962"
"Кількість живонароджених","Вінницька","Місячна","2015-M11","15126"
"Кількість живонароджених","Вінницька","Місячна","2015-M12","16427"
"Кількість живонароджених","Вінницька","Місячна","2016-M01","1307"
"Кількість живонароджених","Вінницька","Місячна","2016-M02","2550"
"Кількість живонароджених","Вінницька","Місячна","2016-M03","3867"
"Кількість живонароджених","Вінницька","Місячна","2016-M04","5020"
"Кількість живонароджених","Вінницька","Місячна","2016-M05","6251"
"Кількість живонароджених","Вінницька","Місячна","2016-M06","7449"
"Кількість живонароджених","Вінницька","Місячна","2016-M07","8861"
"Кількість живонароджених","Вінницька","Місячна","2016-M08","10249"
"Кількість живонароджених","Вінницька","Місячна","2016-M09","11596"
"Кількість живонароджених","Вінницька","Місячна","2016-M10","12854"
"Кількість живонароджених","Вінницька","Місячна","2016-M11","14153"
"Кількість живонароджених","Вінницька","Місячна","2016-M12","15316"
"Кількість живонароджених","Вінницька","Місячна","2017-M01","1214"
"Кількість живонароджених","Вінницька","Місячна","2017-M02","2348"
"Кількість живонароджених","Вінницька","Місячна","2017-M03","3630"
"Кількість живонароджених","Вінницька","Місячна","2017-M04","4604"
"Кількість живонароджених","Вінницька","Місячна","2017-M05","5797"
"Кількість живонароджених","Вінницька","Місячна","2017-M06","7003"
"Кількість живонароджених","Вінницька","Місячна","2017-M07","8248"
"Кількість живонароджених","Вінницька","Місячна","2017-M08","9607"
"Кількість живонароджених","Вінницька","Місячна","2017-M09","10734"
"Кількість живонароджених","Вінницька","Місячна","2017-M10","11911"
"Кількість живонароджених","Вінницька","Місячна","2017-M11","13105"
"Кількість живонароджених","Вінницька","Місячна","2017-M12","14142"
"Кількість живонароджених","Вінницька","Місячна","2018-M01","1153"
"Кількість живонароджених","Вінницька","Місячна","2018-M02","2125"
"Кількість живонароджених","Вінницька","Місячна","2018-M03","3169"
"Кількість живонароджених","Вінницька","Місячна","2018-M04","4156"
"Кількість живонароджених","Вінницька","Місячна","2018-M05","5288"
"Кількість живонароджених","Вінницька","Місячна","2018-M06","6192"
"Кількість живонароджених","Вінницька","Місячна","2018-M07","7488"
"Кількість живонароджених","Вінницька","Місячна","2018-M08","8638"
"Кількість живонароджених","Вінницька","Місячна","2018-M09","9701"
"Кількість живонароджених","Вінницька","Місячна","2018-M10","10867"
"Кількість живонароджених","Вінницька","Місячна","2018-M11","11881"
"Кількість живонароджених","Вінницька","Місячна","2018-M12","12769"
"Кількість живонароджених","Вінницька","Місячна","2019-M01","1094"
"Кількість живонароджених","Вінницька","Місячна","2019-M02","2033"
"Кількість живонароджених","Вінницька","Місячна","2019-M03","2924"
"Кількість живонароджених","Вінницька","Місячна","2019-M04","3865"
"Кількість живонароджених","Вінницька","Місячна","2019-M05","4940"
"Кількість живонароджених","Вінницька","Місячна","2019-M06","5793"
"Кількість живонароджених","Вінницька","Місячна","2019-M07","7034"
"Кількість живонароджених","Вінницька","Місячна","2019-M08","8086"
"Кількість живонароджених","Вінницька","Місячна","2019-M09","9036"
"Кількість живонароджених","Вінницька","Місячна","2019-M10","10129"
"Кількість живонароджених","Вінницька","Місячна","2019-M11","11061"
"Кількість живонароджених","Вінницька","Місячна","2019-M12","11878"
"Кількість живонароджених","Вінницька","Місячна","2020-M01","1045"
"Кількість живонароджених","Вінницька","Місячна","2020-M02","1922"
"Кількість живонароджених","Вінницька","Місячна","2020-M03","2694"
"Кількість живонароджених","Вінницька","Місячна","2020-M04","3552"
"Кількість живонароджених","Вінницька","Місячна","2020-M05","4498"
"Кількість живонароджених","Вінницька","Місячна","2020-M06","5405"
"Кількість живонароджених","Вінницька","Місячна","2020-M07","6571"
"Кількість живонароджених","Вінницька","Місячна","2020-M08","7560"
"Кількість живонароджених","Вінницька","Місячна","2020-M09","8579"
"Кількість живонароджених","Вінницька","Місячна","2020-M10","9614"
"Кількість живонароджених","Вінницька","Місячна","2020-M11","10468"
"Кількість живонароджених","Вінницька","Місячна","2020-M12","11486"
"Кількість живонароджених","Вінницька","Місячна","2021-M01","840"
"Кількість живонароджених","Вінницька","Місячна","2021-M02","1727"
"Кількість живонароджених","Вінницька","Місячна","2021-M03","2659"
"Кількість живонароджених","Вінницька","Місячна","2021-M04","3484"
"Кількість живонароджених","Вінницька","Місячна","2021-M05","4192"
"Кількість живонароджених","Вінницька","Місячна","2021-M06","5187"
"Кількість живонароджених","Вінницька","Місячна","2021-M07","6187"
"Кількість живонароджених","Вінницька","Місячна","2021-M08","7021"
"Кількість живонароджених","Вінницька","Місячна","2021-M09","7966"
"Кількість живонароджених","Вінницька","Місячна","2021-M10","8891"
"Кількість живонароджених","Вінницька","Місячна","2021-M11","9691"
"Кількість живонароджених","Вінницька","Місячна","2021-M12","10529"
"Кількість живонароджених","Вінницька","Місячна","2022-M01","736"
"Кількість живонароджених","Вінницька","Місячна","2022-M02",""
"Кількість живонароджених","Вінницька","Місячна","2022-M03",""
"Кількість живонароджених","Вінницька","Місячна","2022-M04",""
"Кількість живонароджених","Вінницька","Місячна","2022-M05",""
"Кількість живонароджених","Вінницька","Місячна","2022-M06",""
"Кількість живонароджених","Вінницька","Місячна","2022-M07",""
"Кількість живонароджених","Вінницька","Місячна","2022-M08",""
"Кількість живонароджених","Вінницька","Місячна","2022-M09",""
"Кількість живонароджених","Вінницька","Місячна","2022-M10",""
"Кількість живонароджених","Вінницька","Місячна","2022-M11",""
"Кількість живонароджених","Вінницька","Місячна","2022-M12",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M01","1380"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M02","2671"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M03","4102"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M04","5673"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M05","7083"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M06","8521"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M07","10117"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M08","11717"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M09","13383"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M10","14870"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M11","16440"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2005-M12","17983"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M01","1280"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M02","2825"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M03","4505"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M04","6048"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M05","7782"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M06","9376"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M07","11165"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M08","13026"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M09","14917"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M10","16769"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M11","18391"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2006-M12","20041"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M01","1550"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M02","3240"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M03","4984"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M04","6617"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M05","8397"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M06","10133"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M07","12154"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M08","14240"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M09","16114"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M10","18134"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M11","20008"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2007-M12","21667"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M01","1777"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M02","3527"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M03","5220"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M04","6859"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M05","8637"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M06","10402"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M07","12617"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M08","14807"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M09","17023"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M10","19364"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M11","21303"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2008-M12","23353"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M01","1977"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M02","3792"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M03","5656"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M04","7564"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M05","9378"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M06","11157"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M07","13404"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M08","15526"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M09","17756"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M10","19782"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M11","21608"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2009-M12","23524"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M01","1766"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M02","3527"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M03","5416"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M04","7259"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M05","8803"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M06","10834"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M07","13124"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M08","15231"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M09","17294"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M10","19280"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M11","21254"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2010-M12","23238"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M01","1857"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M02","3715"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M03","5622"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M04","7327"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M05","8930"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M06","10567"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M07","12780"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M08","15093"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M09","17332"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M10","19365"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M11","21434"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2011-M12","23394"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M01","1905"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M02","3976"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M03","5892"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M04","7721"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M05","9734"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M06","11620"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M07","13900"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M08","16211"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M09","18426"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M10","20781"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M11","22815"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2012-M12","24702"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M01","2038"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M02","3851"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M03","5603"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M04","7542"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M05","9370"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M06","10991"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M07","13424"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M08","15654"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M09","17848"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M10","20150"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M11","22142"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2013-M12","24054"
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M01",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M02",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M03",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M04",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M05",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M06",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M07",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M08",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M09",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M10",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M11",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2014-M12",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M01",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M02",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M03",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M04",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M05",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M06",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M07",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M08",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M09",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M10",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M11",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2015-M12",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M01",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M02",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M03",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M04",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M05",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M06",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M07",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M08",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M09",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M10",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M11",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2016-M12",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M01",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M02",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M03",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M04",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M05",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M06",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M07",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M08",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M09",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M10",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M11",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2017-M12",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2018-M01",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2018-M02",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2018-M03",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2018-M04",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2018-M05",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2018-M06",""
"Кількість живонароджених","Автономна Республіка Крим","Місячна","2018-M07",""
